baseline_path,current_path,affected_rules,source_migration,baseline_expectation,current_expectation
tests/programs/par_layout.wf,tests/programs/par_layout.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/percent_decode.wf,tests/programs/percent_decode.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/raw_deflate_boundary.wf,tests/programs/raw_deflate_boundary.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/raw_deflate_dynamic.wf,tests/programs/raw_deflate_dynamic.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/raw_deflate_dynamic_decode.wf,tests/programs/raw_deflate_dynamic_decode.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/raw_deflate_vectors.wf,tests/programs/raw_deflate_vectors.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/run_queue.wf,tests/programs/run_queue.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/run_views.wf,tests/programs/run_views.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/stdin_echo.wf,tests/programs/stdin_echo.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,Existing program or snapshot expectation,Unchanged expectation
tests/programs/tcp_client.wf,tests/programs/tcp_client.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/tcp_echo.wf,tests/programs/tcp_echo.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/tcp_fanout.wf,tests/programs/tcp_fanout.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/tcp_refused.wf,tests/programs/tcp_refused.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/telemetry_packet.wf,tests/programs/telemetry_packet.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/utf8parse.wf,tests/programs/utf8parse.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/programs/wfgrep.wf,tests/programs/wfgrep.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3;GRAM-2,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds; Rename source identifiers that conflict with the entry former where present,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r1__p04_accumulator_as_index_unsafe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r1__p04_accumulator_as_index_unsafe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r1__p05_accumulator_as_index_safe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r1__p05_accumulator_as_index_safe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r1__p07_accumulator_combined_after_two_loops.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r1__p07_accumulator_combined_after_two_loops.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r1__p12_per_byte_widened_checked_sum.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r1__p12_per_byte_widened_checked_sum.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p01_both_arms_tight_bound.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p01_both_arms_tight_bound.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p02_both_arms_too_tight_bound.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p02_both_arms_too_tight_bound.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p03_combined_index_exact_boundary.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p03_combined_index_exact_boundary.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p04_combined_index_off_by_one.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p04_combined_index_off_by_one.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p05_zero_count_division.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p05_zero_count_division.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p07_unsigned_subtraction_two_accumulators.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p07_unsigned_subtraction_two_accumulators.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p10_byte_sum_index_unsafe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p10_byte_sum_index_unsafe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p11_byte_sum_index_safe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p11_byte_sum_index_safe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p13_running_max_index_safe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p13_running_max_index_safe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__adversary-r2__p14_running_max_index_unsafe.wf,tests/snapshot/cases/accumulators/accumulators__adversary-r2__p14_running_max_index_unsafe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__01_sum_bytes_exact.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__01_sum_bytes_exact.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__02_count_nonzero_true_arm.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__02_count_nonzero_true_arm.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__03_count_zero_false_arm.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__03_count_zero_false_arm.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__04_sum_both_arms_weighted.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__04_sum_both_arms_weighted.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__05_two_accumulators_sum_count.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__05_two_accumulators_sum_count.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__06_two_accumulators_split_arms.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__06_two_accumulators_split_arms.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__07_sum_combined_after_two_loops.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__07_sum_combined_after_two_loops.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__08_count_combined_after_two_loops.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__08_count_combined_after_two_loops.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__09_count_used_as_index.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__09_count_used_as_index.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__10_sum_as_clamped_index.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__10_sum_as_clamped_index.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__11_sum_over_prefix.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__11_sum_over_prefix.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r1__12_weighted_sum_scaled.wf,tests/snapshot/cases/accumulators/accumulators__writer-r1__12_weighted_sum_scaled.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r2__p06_count_used_as_index.wf,tests/snapshot/cases/accumulators/accumulators__writer-r2__p06_count_used_as_index.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r2__p08_index_weighted_sum.wf,tests/snapshot/cases/accumulators/accumulators__writer-r2__p08_index_weighted_sum.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/accumulators/accumulators__writer-r2__p10_combined_index_bound.wf,tests/snapshot/cases/accumulators/accumulators__writer-r2__p10_combined_index_bound.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/certificates/certificates__adversary-r1__p08_stale_named_invariant_subscript_STAR.wf,tests/snapshot/cases/certificates/certificates__adversary-r1__p08_stale_named_invariant_subscript_STAR.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/certificates/certificates__adversary-r1__p09_stale_named_invariant_explicit_use_STAR2.wf,tests/snapshot/cases/certificates/certificates__adversary-r1__p09_stale_named_invariant_explicit_use_STAR2.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/certificates/certificates__adversary-r1__p14_define_based_certificate_pos.wf,tests/snapshot/cases/certificates/certificates__adversary-r1__p14_define_based_certificate_pos.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p01_len_deref_requires_ok.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p01_len_deref_requires_ok.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p02_box_len_deref_requires_ok.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p02_box_len_deref_requires_ok.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p03_requires_violated_literal.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p03_requires_violated_literal.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p06_loop_invariant_requires_valid.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p06_loop_invariant_requires_valid.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p07_loop_invariant_offbyone_attempt.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p07_loop_invariant_offbyone_attempt.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p10_two_buffer_sum_requires.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p10_two_buffer_sum_requires.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p12_postcondition_not_reused_across_objects.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p12_postcondition_not_reused_across_objects.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p13_array_fixed_len_requires_ok.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p13_array_fixed_len_requires_ok.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__adversary-r2__p14_ensures_feeds_next_requires.wf,tests/snapshot/cases/contracts/contracts__adversary-r2__p14_ensures_feeds_next_requires.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__writer-r1__02_buffer_capacity_copy.wf,tests/snapshot/cases/contracts/contracts__writer-r1__02_buffer_capacity_copy.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__writer-r1__07_array_length_contract.wf,tests/snapshot/cases/contracts/contracts__writer-r1__07_array_length_contract.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__writer-r1__10_append_within_capacity.wf,tests/snapshot/cases/contracts/contracts__writer-r1__10_append_within_capacity.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/contracts/contracts__writer-r1__12_requires_from_use_directed_invariant.wf,tests/snapshot/cases/contracts/contracts__writer-r1__12_requires_from_use_directed_invariant.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl02_break_on_sentinel.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl02_break_on_sentinel.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl04_labelled_break_nested.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl04_labelled_break_nested.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl05_two_cursors_together.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl05_two_cursors_together.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl07_index_before_check_weak_invariant.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl07_index_before_check_weak_invariant.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl08_index_after_check_safe.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl08_index_after_check_safe.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl09_off_by_one_for_bound.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl09_off_by_one_for_bound.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl11_labelled_break_reset_combo.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl11_labelled_break_reset_combo.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl13_diverging_cursors_oob.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r1__cl13_diverging_cursors_oob.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p02_break_on_sentinel.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p02_break_on_sentinel.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p03_labelled_break_nested.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p03_labelled_break_nested.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p04_two_cursors_together.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p04_two_cursors_together.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p05_cursor_reset_in_body.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p05_cursor_reset_in_body.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p06_offbyone_lookahead.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p06_offbyone_lookahead.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p07_break_exit_index_oob.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p07_break_exit_index_oob.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p08_two_cursors_diverge.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p08_two_cursors_diverge.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p09_nested_affine_2d.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p09_nested_affine_2d.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p10_nested_affine_2d_oob.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p10_nested_affine_2d_oob.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p12_reverse_cursor_subtract.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p12_reverse_cursor_subtract.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p13_reverse_cursor_offbyone.wf,tests/snapshot/cases/cursor-loops/cursor-loops__adversary-r2__p13_reverse_cursor_offbyone.wf,BLK-0;BLK-3;CALL-5;CALL-6;MSR-3,Borrow the existing run with &uniq; placement returns unit; take returns only the element; preserve following uses and proof bounds,Existing program or snapshot expectation,Unchanged expectation
