contract_id	capability_ids	current_route	status_code	ordinary_library_derivation_sketch	ownership_exit_drop_argument	asymptotic_argument	structural_costs_and_pathology	fact_channels_and_invalidators	negative_canaries	family_lock_or_deferral	evidence_refs
VIEW-SPLIT-01	ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT	Current capability gap: X for dynamic unique split; shared split is U.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness to produce Two covering subviews [0,mid) and [mid,len); the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Two covering subviews [0,mid) and [mid,len). Failure/exit: mid>len panics in Rust; xlang-equivalent contract must retain checked failure. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: No movement; exact order and contiguity retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes.	Unresolved: access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=split_at,split_at_mut; src/core/slice/mod.rs.html#1953; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SPLIT-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT
VIEW-SPLIT-02	ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT	Current capability gap: X for dynamic unique split; shared form U.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness to produce Option of two covering subviews; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Option of two covering subviews. Failure/exit: mid>len returns None without mutation. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: No movement; exact order and contiguity retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes.	Unresolved: access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=split_at_checked,split_at_mut_checked; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SPLIT-02; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT
VIEW-CONSUME-01	EX-NORMAL,BR-PROV,BR-REBORROW,BR-RESULT,BR-INVALIDATE,BR-CURSOR,FL-ATOMIC	Current capability gap: X; borrow reassignment/result reborrow not in current ownership core.	X	An ordinary no-unsafe library needs checked validity on every normal exit, owner-tied borrow provenance, bounded reborrowing, result-borrow provenance, structural invalidation, owner-bound cursor state, recoverable failure atomicity to produce Returns one endpoint/range borrow and advances or shortens the stored view; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Unique access to the reference value, not ownership of payload. Success: Returns one endpoint/range borrow and advances or shortens the stored view. Failure/exit: Invalid one-sided range returns None and leaves reference contractually valid. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: No element movement; range order retained. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise the census boundary 'Invalid one-sided range returns None and leaves reference contractually valid' and preserve 'Singleton provenance update, no overlap, and failure atomicity'.	Unresolved: access/reborrow, failure-policy Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=split_off,split_off_mut,split_off_first,split_off_last,split_off_first_mut,split_off_last_mut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-CONSUME-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:EX-NORMAL,BR-PROV,BR-REBORROW,BR-RESULT,BR-INVALIDATE,BR-CURSOR,FL-ATOMIC
VIEW-DISJOINT-01	ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT	Current capability gap: X; OWN-7 proves only unequal literal indices.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness to produce Array of N unique outputs; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Unique borrow plus copied index descriptors. Success: Array of N unique outputs. Failure/exit: Out-of-bounds or overlap returns GetDisjointMutError; no borrow escapes on error. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: At least O(N log N) or O(N^2) validation unless statically discharged; access thereafter O(1). A stronger-cost simulation does not cover this contract.	Preserve: No movement; caller-specified output order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes.	Unresolved: access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice member=get_disjoint_mut; src/core/slice/mod.rs.html#5210; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-DISJOINT-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT
VIEW-ARRAY-CHUNKS-01	ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT	Current capability gap: X for generic borrowed aggregate shapes.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness to produce Maximal array-chunk view plus remainder, or flattened view; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Maximal array-chunk view plus remainder, or flattened view. Failure/exit: N=0 is rejected/panics per Rust contract; otherwise total. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1). A stronger-cost simulation does not cover this contract.	Preserve: Same contiguous storage; forward or reverse remainder placement is observable. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes.	Unresolved: access/reborrow Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=as_chunks,as_chunks_mut,as_rchunks,as_rchunks_mut,as_flattened,as_flattened_mut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-ARRAY-CHUNKS-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT
VIEW-ITER-01	ST-FULL,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-UNIQ	Current capability gap: E through explicit index loop for Copy shared traversal; X for general affine/unique iterator protocol.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, shared traversal, unique traversal to produce Forward iterator yielding shared or pairwise-disjoint unique elements; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Borrow of view. Success: Forward iterator yielding shared or pairwise-disjoint unique elements. Failure/exit: Normal exhaustion returns None; abandoning iterator releases borrow and owns no payload. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1) next; O(n) full traversal. A stronger-cost simulation does not cover this contract.	Preserve: Exact source order and exact size. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise the census boundary 'Normal exhaustion returns None; abandoning iterator releases borrow and owns no payload' and preserve 'Provenance-preserving cursor, exact exhaustion, and no duplicate unique yield'.	Unresolved: access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=iter,iter_mut; helper paths=alloc::slice::Iter,alloc::slice::IterMut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-ITER-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED,IT-UNIQ
VIEW-WINDOW-01	ST-FULL,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED	Unproved current workaround: U; expressible with checked index loops but no generic helper protocol.	U	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, owner-bound cursor state, shared traversal to produce Overlapping shared windows in order; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared borrow. Success: Overlapping shared windows in order. Failure/exit: Zero dynamic size panics; N=0 is rejected by array-window contract. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1) next; O(n) traversal. A stronger-cost simulation does not cover this contract.	Preserve: Overlapping contiguous windows; source order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	exercise the census boundary 'Zero dynamic size panics; N=0 is rejected by array-window contract' and preserve 'Window bounds, overlap read-only rule, and zero-width behavior'.	Unresolved: access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=windows,array_windows; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-WINDOW-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-CURSOR,IT-SHARED
VIEW-CHUNKS-01	ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,IT-SHARED,IT-UNIQ	Current capability gap: X for general unique iterator; shared Copy loop is U.	X	An ordinary no-unsafe library needs checked fixed-full validity, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness, owner-bound cursor state, shared traversal, unique traversal to produce Non-overlapping chunks; exact variants expose remainder separately; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow. Success: Non-overlapping chunks; exact variants expose remainder separately. Failure/exit: Zero chunk size panics; abandonment releases borrow. Returned borrows remain tied to the source, and the operation drops no payload.	Required bound: O(1) next; O(n) traversal. A stronger-cost simulation does not cover this contract.	Preserve: Forward or reverse chunk order and remainder placement are observable. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes.	Unresolved: access/reborrow, iteration Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=chunks,chunks_mut,chunks_exact,chunks_exact_mut,rchunks,rchunks_mut,rchunks_exact,rchunks_exact_mut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-CHUNKS-01; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,IT-SHARED,IT-UNIQ
VIEW-CHUNKBY-01	ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ	Current capability gap: X; function-value protocol and unique iterator absent.	X	An ordinary no-unsafe library needs checked fixed-full validity, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness, owner-bound cursor state, invoked-behavior containment, static behavior dispatch, shared traversal, unique traversal to produce Maximal adjacent runs for which predicate holds; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow plus callable. Success: Maximal adjacent runs for which predicate holds. Rust failure evidence: Callback panic/abort ends operation under Rust unwind rules; xlang uses current aborting-trap rule. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n) predicate calls. A stronger-cost simulation does not cover this contract.	Preserve: Stable source order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=chunk_by,chunk_by_mut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-CHUNKBY-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ
VIEW-SPLIT-PRED-01	ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ	Current capability gap: X; behavior-parametric borrowed cursor absent.	X	An ordinary no-unsafe library needs checked fixed-full validity, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, checked multi-place disjointness, owner-bound cursor state, invoked-behavior containment, static behavior dispatch, shared traversal, unique traversal to produce Subslice sequence separated by matching elements; delimiter inclusion and limit are row parameters; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared or unique borrow plus callable. Success: Subslice sequence separated by matching elements; delimiter inclusion and limit are row parameters. Rust failure evidence: Callback trap follows aborting rule; abandonment releases borrow. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n) total predicate calls. A stronger-cost simulation does not cover this contract.	Preserve: Forward/reverse order, empty fields, inclusion, and limit are observable. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	disjointness facts arise only after duplicate/range validation and expire with the scoped borrows; provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	reject duplicate/overlapping mutable outputs before any borrow escapes; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=split,split_mut,split_inclusive,split_inclusive_mut,splitn,splitn_mut,rsplit,rsplit_mut,rsplitn,rsplitn_mut; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SPLIT-PRED-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,BR-DISJOINT,BR-CURSOR,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED,IT-UNIQ
VIEW-SEARCH-01	ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED	Unproved current workaround: U; concrete Copy comparisons expressible, generic behavior contracts incomplete.	U	An ordinary no-unsafe library needs checked fixed-full validity, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, invoked-behavior containment, static behavior dispatch, shared traversal to produce Boolean or surviving suffix/prefix subview; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared borrows. Success: Boolean or surviving suffix/prefix subview. Rust failure evidence: No failure. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n) comparisons in general. A stronger-cost simulation does not cover this contract.	Preserve: Source order preserved. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=contains,starts_with,ends_with,strip_prefix,strip_suffix; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SEARCH-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED
VIEW-SEARCH-02	ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED	Current capability gap: X for generic static behavior; concrete primitive search is U.	X	An ordinary no-unsafe library needs checked fixed-full validity, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, invoked-behavior containment, static behavior dispatch, shared traversal to produce Found index or insertion index; partition boundary; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared borrow plus optional callable/key. Success: Found index or insertion index; partition boundary. Rust failure evidence: No structural failure; inconsistent ordering yields unspecified logical result, not memory unsafety. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(log n) calls. A stronger-cost simulation does not cover this contract.	Preserve: Index refers to current order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=binary_search,binary_search_by,binary_search_by_key,partition_point; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SEARCH-02; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED
VIEW-ORDER-CHECK-01	ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED	Current capability gap: U for concrete Copy values; X for general behavior.	X	An ordinary no-unsafe library needs checked fixed-full validity, memory-safe abort edges, owner-tied borrow provenance, result-borrow provenance, invoked-behavior containment, static behavior dispatch, shared traversal to produce Boolean sortedness result; the exact public route remains unresolved until the named lock.	No payload owner transfers. Input: Shared borrow plus optional callable. Success: Boolean sortedness result. Rust failure evidence: No structural failure; callback trap aborts. Returned borrows remain tied to the source, and the operation drops no payload. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n). A stronger-cost simulation does not cover this contract.	Preserve: Does not change order. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	provenance facts remain tied to the source owner and expire on incompatible mutation or owner death. Facts-off retains checks and identical semantics.	trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, iteration, behavior Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=is_sorted,is_sorted_by,is_sorted_by_key; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-ORDER-CHECK-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,EX-ABORT,BR-PROV,BR-RESULT,FL-CALLBACK,AB-BEHAVIOR,IT-SHARED
VIEW-SORT-01	ST-FULL,ST-HOLE,OW-SWAP,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,FL-ALLOC,FL-CALLBACK,AB-BEHAVIOR	Current capability gap: X.	X	An ordinary no-unsafe library needs checked fixed-full validity, contained transient-hole state, disjoint affine swap, ownership-preserving relocation, exact live-value destruction, validity on every normal exit, memory-safe abort edges, explicit allocation-failure policy, invoked-behavior containment, static behavior dispatch to produce Elements stably ordered; equal elements retain relative order; the exact public route remains unresolved until the named lock.	Input: Unique borrow plus ordering behavior. Success: Elements stably ordered; equal elements retain relative order. Rust failure evidence: Allocation or callback failure must leave every element initialized and dropped once; Rust may allocate scratch. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n log n) worst-case target; cached-key computes each key once. A stronger-cost simulation does not cover this contract.	Preserve: Stable order; contiguous layout retained; element positions change. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject equating aborting OOM with recoverable allocation.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	detect moved-from read, lost owner, and double ownership; verify exact live-value drops and zero dead-slot drops; inject allocation/capacity failure only at the contract's allocating points; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, behavior, failure-policy, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=sort,sort_by,sort_by_key,sort_by_cached_key; src/alloc/slice.rs.html#131; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SORT-01; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,ST-HOLE,OW-SWAP,OW-RELOCATE,OW-DROP,EX-NORMAL,EX-ABORT,FL-ALLOC,FL-CALLBACK,AB-BEHAVIOR
VIEW-SORT-02	ST-FULL,ST-HOLE,OW-SWAP,OW-RELOCATE,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR	Current capability gap: X.	X	An ordinary no-unsafe library needs checked fixed-full validity, contained transient-hole state, disjoint affine swap, ownership-preserving relocation, memory-safe abort edges, invoked-behavior containment, static behavior dispatch to produce Elements ordered without equal-element stability guarantee; the exact public route remains unresolved until the named lock.	Input: Unique borrow plus ordering behavior. Success: Elements ordered without equal-element stability guarantee. Rust failure evidence: Callback trap must not create uninitialized or double-owned elements. Every moved value reaches one owner; only live values are dropped, dead/moved locations are skipped, and each reachable owner is valid on normal exit. Under xlang [EFF-4], an invoked-behavior trap aborts immediately: no post-state or cleanup is promised, but no invalid read or other undefined behavior may occur before abort. Normal behavior Result/error and early-return paths retain the stated owner-validity and exact-drop duties.	Required bound: O(n log n) worst-case target; no allocation required by Rust contract. A stronger-cost simulation does not cover this contract.	Preserve: Contiguous layout retained; equal-element order unspecified. Account allocations, initialized bytes, moved bytes, metadata, checks, branches, code size; reject unchecked privilege or a stronger-cost simulation.	No optimizer fact channel is required by this contract; a later implementation may not invent one without hostile review.	detect moved-from read, lost owner, and double ownership; trap/fail the invoked behavior at every call index without corrupting state.	Unresolved: access/reborrow, behavior, ownership-transition Family Lock A/prerequisite must freeze exact semantics, costs, canaries, and evidence.	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=sort_unstable,sort_unstable_by,sort_unstable_by_key; RUST-DATA-CONTRACT-CENSUS.tsv:VIEW-SORT-02; spec/kernel-spec-v0.6.md [EFF-4]; CAPABILITY-OBLIGATION-REGISTRY.tsv:ST-FULL,ST-HOLE,OW-SWAP,OW-RELOCATE,EX-ABORT,FL-CALLBACK,AB-BEHAVIOR
