contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
HMAP-REMOVE-01	hash_map_mutation	HashMap::{remove,remove_entry}	Valid map and borrowed key	Unique owner borrow	Option<V> or Option<(K,V)> moved out	Removed slot becomes empty/deleted; entry identity invalid	Missing returns None	Expected O(1)	No order promise	Borrow<Q>, Hash, Eq	Raw move-out plus control-byte transition	X	Sparse occupancy invalidation, affine move-out, tombstone/resource bound, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=remove,remove_entry
HMAP-ITER-01	hash_map_iteration	HashMap::{iter,iter_mut,keys,values,values_mut,into_keys,into_values}; helpers=hash_map::{Iter,IterMut,IntoIter,Keys,Values,ValuesMut,IntoKeys,IntoValues}	Valid map	Shared, unique, or owning traversal	Arbitrary-order borrows or moved keys/values	Borrow retained; owning projections consume map and drop omitted component	Abandoning owning iterator drops all remaining entries	Currently O(capacity) full traversal in Rust 1.97, explicitly current implementation; contract order arbitrary	No order/address stability; every live entry exactly once	Projection and ownership mode	Control-byte scan gates payload reads; owning Drop uses raw sparse state	X	Occupancy fact, arbitrary-order contract, exact-once yield/drop, and complexity classification as current versus required	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=iter,iter_mut,keys,values,values_mut,into_keys,into_values; src/std/collections/hash/map.rs.html#647
HMAP-DRAIN-01	hash_map_owning_iteration	HashMap::{drain,clear}; helper=hash_map::Drain	Valid map	Unique borrow	Drain moves every (K,V) and retains allocation; clear drops entries	Map empty while drain exists; all entry identities invalid	Early drop destroys remaining entries; normal exit exact drops	Currently O(capacity) scan plus O(len) drops	Arbitrary yield order	None	Raw sparse scan and Drop	X	Occupancy fact, owning cleanup, retained-capacity state, and abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=drain,clear
HMAP-FILTER-01	hash_map_compaction	HashMap::{retain,extract_if}; helper=hash_map::ExtractIf	Valid map	Unique owner plus predicate; extract moves selected pairs	Retain drops rejected; extract yields removed entries	Map unavailable during cursor; slots transition occupancy	Callback trap/early abandonment preserves valid table and exact ownership	Currently O(capacity) scan	Arbitrary visitation/yield order	FnMut(&K,&mut V)->bool	Control-byte scan, raw move-out, and Drop state	X	Sparse metadata/payload agreement, predicate state, cursor abandonment, exact drops, and tombstone bound	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_map::HashMap members=retain,extract_if
HSET-META-01	hash_set	HashSet::{new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher}	No owner or valid hash set	Optional capacity and hash builder	Empty owner or metadata/hash-builder borrow	Hasher borrow tied to set	Capacity overflow/OOM for allocating constructors	O(1) except allocation/seed	Unique values; arbitrary order/address	BuildHasher	Set shares hash-map sparse machinery	X	Hash-map basis, uniqueness, adversarial policy, exact drop, and capacity	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=new,with_hasher,with_capacity,with_capacity_and_hasher,len,is_empty,capacity,hasher
HSET-RESERVE-01	hash_set_growth	HashSet::{reserve,try_reserve,shrink_to,shrink_to_fit}; TryReserveError	Valid set	Unique owner plus capacity request	Capacity changes; values preserved	Rehash invalidates addresses	Trapping/recoverable forms distinct; try error preserves set	Expected O(n) rehash	Arbitrary order	Hash+Eq and growth policy	Raw sparse rehash	X	Failure-atomic affine rehash, occupancy fact, exact drops, and error taxonomy	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=reserve,try_reserve,shrink_to,shrink_to_fit
HSET-LOOKUP-01	hash_set_lookup	HashSet::{contains,get}	Valid set and borrowed value	Shared borrow	Boolean or canonical stored value borrow	Returned borrow tied to set	Missing returns false/None	Expected O(1)	Stored identity observable; no order	Borrow<Q>, Hash, Eq	Sparse probe	X	Hash/equality laws, borrowed lookup, occupancy fact, and adversary bound	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=contains,get
HSET-INSERT-01	hash_set_mutation	HashSet::{insert,replace}	Valid set and owned T	Moves T	Novelty boolean or old equivalent T returned	Rehash invalidates positions	Growth failure preserves offered T; replacement exact ownership	Expected O(1) amortized	No order; canonical stored identity rules observable	Hash+Eq	Raw sparse insertion/replacement	X	Affine offered/returned ownership, uniqueness, failure atomicity, occupancy fact, and exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=insert,replace
HSET-REMOVE-01	hash_set_mutation	HashSet::{remove,take}	Valid set and borrowed value	Unique owner borrow	Boolean or Option<T> moved out	Slot occupancy changes; removed identity invalid	Missing returns false/None	Expected O(1)	No order	Borrow<Q>, Hash, Eq	Raw sparse move-out/control update	X	Affine move-out, tombstone/resource bound, occupancy invalidation, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=remove,take
HSET-ITER-01	hash_set_iteration	HashSet::iter; helpers=hash_set::{Iter,IntoIter}	Valid set	Shared or owning traversal	Every value once in arbitrary order	Borrow retained; owning iterator consumes set	Owning abandonment drops remaining values	Currently O(capacity) full scan	Arbitrary order and no address stability	Ownership mode	Sparse control scan and Drop	X	Occupancy fact, exact-once yield/drop, arbitrary order, and current-versus-required complexity	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet member=iter
HSET-DRAIN-01	hash_set_owning_iteration	HashSet::{drain,clear}; helper=hash_set::Drain	Valid set	Unique borrow	Drain moves every T retaining allocation; clear drops all	Set empty during drain; identities invalid	Early drop destroys remaining values	Currently O(capacity) scan	Arbitrary yield order	None	Raw sparse scan and Drop	X	Occupancy fact, exact cleanup, retained allocation, and abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=drain,clear
HSET-FILTER-01	hash_set_compaction	HashSet::{retain,extract_if}; helper=hash_set::ExtractIf	Valid set	Unique owner plus predicate	Retain drops rejected; extract yields moved T	Slots change occupancy; set unavailable during cursor	Callback trap/early abandonment leaves valid set and exact ownership	Currently O(capacity)	Arbitrary visitation/yield order	FnMut(&T)->bool	Sparse scan, raw move-out, and Drop state	X	Occupancy fact, predicate state, cursor abandonment, exact drops, and tombstone bound	RUST-1.97.0-API-INVENTORY.tsv item_path=std::collections::hash_set::HashSet members=retain,extract_if
STRING-META-01	owned_utf8_text	String::{new,with_capacity,len,is_empty,capacity}	No owner or valid String	Optional byte capacity	Empty owner or metadata values	None	Capacity overflow/OOM for allocating constructor	O(1) except allocation	Contiguous valid UTF-8 byte prefix and spare capacity	Requested byte capacity	Safe surface over Vec<u8> plus validity invariant	X	Dense byte sequence, UTF-8 invariant, checked capacity, exact drop, and no initialized spare bytes	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=new,with_capacity,len,is_empty,capacity; https://doc.rust-lang.org/1.97.0/std/string/struct.String.html
STRING-VIEW-01	owned_utf8_text_view	String::{as_str,as_mut_str,as_bytes}	Valid String	Shared or unique owner borrow	Validated text view or shared encoded-byte view	Borrow blocks growth; mutable text view permits only validity-preserving operations	Total	O(1)	Same bytes/order/address for borrow lifetime	View invariant strength	Safe invariant-preserving views	X	Validated-text type, no mutable byte escape, prefix occupancy, and provenance	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=as_str,as_mut_str,as_bytes
STRING-RESERVE-01	owned_utf8_text_growth	String::{reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit}; TryReserveError	Valid String	Unique owner plus byte capacity request	Capacity changes; text bytes/value preserved	Reallocation invalidates all text/byte views	Trapping/OOM and recoverable forms distinct; try failure preserves text	O(n) relocation on resize; amortized append policy	Contiguous bytes/order retained; address may change	Growth policy	Raw Vec<u8> relocation beneath UTF-8 invariant	X	Failure-atomic relocation, error taxonomy, validity preservation, and no spare exposure	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=reserve,reserve_exact,try_reserve,try_reserve_exact,shrink_to,shrink_to_fit
STRING-PUSH-01	owned_utf8_text_insert	String::{push,push_str,extend_from_within}	Valid String, scalar/text/range	Unique owner; scalar copied, source text borrowed	Encoded bytes appended in valid UTF-8 order	Growth invalidates views; source remains valid	Range must be in bounds and boundaries for within; allocation failure/OOM	O(encoded/output bytes) amortized	Contiguous text order; byte length may expand	Char, str, or source range	Safe encoder/bulk copy plus len commit	X	Checked growth, validity by construction, aliased within-range across growth, and failure atomicity	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=push,push_str,extend_from_within
STRING-POP-01	owned_utf8_text_remove	String::{pop,remove}	Valid String; remove has byte index	Unique owner	Last or indexed Unicode scalar returned; encoded byte range removed	Subsequent byte indices/addresses invalidate	Empty pop returns None; remove panics unless index is a valid scalar boundary	O(1) amortized pop; O(n-index) remove	Remaining scalar order retained	Endpoint or byte index	Raw byte shift after boundary decode	X	Boundary proof, multi-byte move-out, direct compaction, and failure-before-mutation	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=pop,remove
STRING-INSERT-01	owned_utf8_text_insert	String::{insert,insert_str}	Valid String and boundary index	Unique owner plus scalar/text borrow	Encoded value inserted; suffix shifts	Views and later byte indices invalidate	Invalid/non-boundary index panics before mutation; growth failure preserves text/input	O(n-index + inserted bytes)	Scalar order specified; contiguous validity retained	Char or str	Raw growth and overlapping byte shift	X	Boundary, checked growth, failure atomicity, UTF-8 preservation, and movement bound	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=insert,insert_str
STRING-TRUNCATE-01	owned_utf8_text_drop	String::{truncate,clear}	Valid String and target byte length	Unique owner	Suffix removed; capacity retained	Removed byte indices/views invalid	truncate panics if target is not a boundary or exceeds len; clear total	O(1) metadata update for bytes with no payload destructors	Retained prefix bytes/order unchanged	Target byte len	Validity check before len commit	X as String; byte-prefix count is U	Boundary failure ordering, prefix validity, and capacity retention	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=truncate,clear
STRING-SPLIT-01	owned_utf8_text_partition	String::split_off	Valid String and boundary index	Unique owner	New String owns suffix; original owns prefix	All views invalid; suffix ownership transfers	Invalid boundary/index panics; allocation failure must preserve original under recoverable contract	O(len-index) copy/move plus allocation	Both results valid contiguous UTF-8 and preserve order	Byte index	Raw byte allocation/relocation	X	Boundary, failure-atomic ownership split, checked capacity, and validity	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String member=split_off
STRING-RETAIN-01	owned_utf8_text_compaction	String::retain	Valid String	Unique owner plus scalar predicate	Stable text containing accepted scalars	All byte indices after removals invalidate	Callback trap must leave valid UTF-8 owner	O(bytes), one predicate call per scalar	Scalar order stable; contiguous encoding	FnMut(char)->bool	Raw byte compaction following decode	X	Decoder/encoder invariant, callback state, direct compaction, and no invalid intermediate text exposure	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String member=retain
STRING-DRAIN-01	owned_utf8_text_lazy_remove	String::drain; helper=string::Drain::{as_str,Iterator,DoubleEndedIterator,Drop}	Valid String and boundary-aligned range	Unique borrow retained by cursor	Removed Unicode scalars yielded; remainder repaired on cursor drop	String unavailable while cursor lives; later indices invalidate	Invalid range/boundary panics; early drop removes remaining range and repairs text; forgotten cursor has leak caveat	O(range decode + tail movement)	Yield order and retained text order stable	Range and direction	Raw temporary hole plus Drop repair	X	Non-escapable cleanup or eager alternative, UTF-8 boundaries, transient hole, and abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String member=drain
STRING-REPLACE-01	owned_utf8_text_replace	String::replace_range	Valid String, boundary-aligned range, replacement text	Unique owner plus shared replacement	Range replaced; result remains valid	Views/later indices invalidate	Invalid range/boundary panics; growth failure must preserve valid ownership	O(replacement + tail movement)	Text order specified; contiguous	Range and replacement	Raw byte splice without exposing invalid UTF-8	X	Boundary, possible self-alias, failure atomicity, transient state, and validity seal	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String member=replace_range
STRING-DECODE-01	owned_utf8_text_construction	String::{from_utf8,from_utf8_lossy}; helper=FromUtf8Error::{as_bytes,into_bytes,utf8_error}	Owned Vec<u8> or borrowed arbitrary bytes	Consume bytes for strict form; borrow for lossy form	Strict Result<String,FromUtf8Error> preserving original bytes on error; lossy Cow valid text	Consumed Vec recovered through error on invalid input; Cow may borrow or own	Validation error is recoverable with exact offset; lossy replaces invalid sequences; allocation may fail/OOM	O(n)	Strict success may reuse allocation; lossy output order and replacement semantics fixed	Strict versus lossy UTF-8	Safe validation/seal; error retains owner	X	Validity fact, failure ownership, lossless allocation reuse, lossy replacement, and error detail	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=from_utf8,from_utf8_lossy; helper=alloc::string::FromUtf8Error
STRING-UTF16-01	owned_utf8_text_construction	String::{from_utf16,from_utf16_lossy}; helper=FromUtf16Error	Borrowed u16 sequence	Shared borrow	Strict Result<String,FromUtf16Error> or lossy valid String	Source unchanged	Invalid surrogate sequence is strict error or replacement; allocation failure/OOM	O(n)	Scalar order preserved; output contiguous UTF-8	Strict versus lossy UTF-16	Safe transcoder with growable partial output	X	Versioned conversion semantics, checked expansion, partial-output cleanup, and error contract	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=from_utf16,from_utf16_lossy
STRING-CONVERT-01	owned_utf8_text_conversion	String::{into_bytes,into_boxed_str}	Owned valid String	Consumes owner	Owned Vec<u8> or Box<str> with identical bytes	String owner dead	No semantic failure; boxed conversion may shrink/reallocate/OOM	O(1) into_bytes; O(n) worst-case boxed conversion	Contiguous bytes and order retained	Target owner	Safe raw allocation ownership conversion	X	Ownership transfer, validity weakening/retention, allocation reuse independent contract, and exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::string::String members=into_bytes,into_boxed_str
RC-NEW-01	shared_identity	Rc::new	Owned initialized T	Moves T	New shared owner with strong count one	Input binding dead; payload lives until last strong owner drops	OOM; allocation/payload drop exact on last owner	O(1)	Stable allocation identity; not thread-safe	None	Reference-count allocation and count metadata	X; shared ownership scoped deferral	Count overflow policy, exact last-owner drop, cycle/resource behavior, and no races within scope	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc member=new; https://doc.rust-lang.org/1.97.0/std/rc/struct.Rc.html
RC-WEAK-01	shared_identity	Rc::downgrade; Weak::{new,upgrade}	Strong owner or empty weak owner	Shared borrow for downgrade/upgrade; weak owner copied/cloned by trait	Weak identity created; upgrade returns optional strong owner while payload alive	Weak does not keep payload alive; allocation metadata may outlive payload	Upgrade after last strong returns None	O(1)	Allocation identity stable; empty Weak has no allocation	None	Atomicity not required but raw count transitions internal	X; shared ownership scoped deferral	Strong/weak lifecycle, payload-versus-allocation destruction, count overflow, and cycle semantics	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::{Rc,Weak} members=downgrade,new,upgrade
RC-COUNT-01	shared_identity_query	Rc::{strong_count,weak_count}; Weak::{strong_count,weak_count}	Valid strong or weak owner	Shared borrow	Snapshot count	None	Total within live control block	O(1)	Identity metadata observable but not synchronization	None	Direct reference-count metadata read	X	Exact count definition including implicit weak, overflow, and observation timing	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::{Rc,Weak} members=strong_count,weak_count
RC-IDENTITY-01	shared_identity_query	Rc::ptr_eq; Weak::ptr_eq	Two shared/weak owners	Shared borrows	Boolean allocation identity equality	None	Total, including empty weak semantics	O(1)	Tests allocation identity, not value equality	None	Pointer identity hidden behind safe API	X	Stable nominal identity without raw address exposure and empty-weak rule	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::{Rc,Weak} member=ptr_eq
RC-UNIQUE-01	shared_identity_uniqueness	Rc::{get_mut,make_mut}	Mutable Rc owner; uniqueness depends on strong/weak aliases	Unique borrow of Rc; make_mut may require Clone and detach	get_mut returns unique T only under required uniqueness; make_mut clones/dissociates to provide unique T	Returned borrow tied to Rc; detachment changes allocation identity and weak upgrade behavior	get_mut returns None if not uniquely accessible; clone/allocation failure for make_mut	O(1) unique case; O(size(T)) clone otherwise	Identity retained in unique case, changed on copy-on-write	Clone for make_mut	Safe count-based alias fact and possible raw clone/relocation	X	Count-to-exclusivity fact, weak semantics, failure atomicity, clone cleanup, and hostile review	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc members=get_mut,make_mut
RC-UNWRAP-01	shared_identity_move_out	Rc::{try_unwrap,into_inner,unwrap_or_clone}	Owned strong handle	Consumes one Rc; unwrap_or_clone may Clone	Moves T out if unique; otherwise returns Rc/None or cloned T per method	Consumed handle dead; control block/payload lifecycle depends on other owners	Failure preserves owner only for try_unwrap; into_inner distributes one successful extraction among clones; clone/allocation may fail	O(1) unique, O(size(T)) clone fallback	Allocation identity ends on successful extraction	Clone for fallback	Raw count decrement and payload move-out	X	Race-free uniqueness at commit, exact failure ownership, one-time payload move, and count/drop ordering	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc members=try_unwrap,into_inner,unwrap_or_clone
RC-CYCLIC-01	shared_identity_construction	Rc::new_cyclic	No owner; constructor callback receives weak self before T exists	Callback borrows provisional Weak and returns owned T	Initialized Rc whose payload may contain weak self-reference	Provisional weak must not upgrade before initialization; it may escape only under specified weak semantics	Callback trap/allocation failure must destroy provisional control block without dropping nonexistent T	O(1) allocation plus callback	Stable identity available before payload initialization	FnOnce(&Weak<T>)->T	Safe API encapsulates uninitialized payload and two-phase control block	X	Private uninitialized state, callback escape analysis/semantics, underfill cleanup, and cycle resource contract	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc member=new_cyclic
RC-PIN-01	shared_address_sensitive_owner	Rc::pin	Owned T	Moves T	Pinned shared owner	Input dead; safe API prevents move-out violating pin	OOM	O(1) plus allocation	Stable shared allocation address	Pin	Reference counting plus Pin invariant	X	Shared lifecycle plus address stability and no safe move-out	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc member=pin
RC-DOWNCAST-01	shared_type_erasure	Rc::downcast	Owned type-erased Rc	Consumes one strong owner	Success concrete Rc<T>; failure original Rc	Exactly one result owns the strong count	Type mismatch recoverable	O(1)	Same allocation identity retained	Runtime Any type identity	Safe checked type-id refinement	X	Runtime type fact, shared count preservation, and layout safety	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc member=downcast
RC-INIT-01	shared_partial_initialization	Rc::{new_uninit,new_uninit_slice,new_zeroed,new_zeroed_slice}	No T yet	Allocation request	Shared-allocation owner whose payload is MaybeUninit	No T may be read; sharing before seal expands proof surface	OOM/size overflow; abandonment frees allocation without dropping nonexistent T	O(1) or O(n) zeroing	Stable shared allocation identity	Length/zero-fill	Safe constructors expose MaybeUninit; assume_init unsafe	X; writer-visible uninitialized state forbidden	Private occupancy, uniqueness during initialization, one-time seal, and exact abandonment	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc members=new_uninit,new_uninit_slice,new_zeroed,new_zeroed_slice
REFCELL-OWNER-01	dynamic_borrow_owner	RefCell::{new,into_inner,get_mut}	Owned T or owned/mutably borrowed RefCell	Moves T for construction; consumes cell or uniquely borrows cell	Cell owner, moved-out T, or direct unique T borrow bypassing runtime checks under static uniqueness	Returned borrow tied to outer unique borrow	No dynamic borrow failure when cell uniquely owned; consuming with live guard is statically impossible in Rust	O(1)	Payload identity retained	None	Interior borrow flag exists but get_mut can bypass it safely under unique outer borrow	X; dynamic borrowing scoped deferral	Runtime/static alias-state agreement, exact payload drop, and no guard coexistence	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::RefCell members=new,into_inner,get_mut; https://doc.rust-lang.org/1.97.0/std/cell/struct.RefCell.html
REFCELL-BORROW-01	dynamic_borrow	RefCell::{borrow,borrow_mut}; helpers={Ref,RefMut}	Cell with runtime borrow state	Shared outer borrow	Shared or unique guard to T	Guard lifetime updates borrow state; unique guard excludes every other guard	Conflict panics; guard Drop releases runtime state	O(1)	Payload address/identity retained	Borrow mode	Safe API trusts borrow-flag state-to-access fact and Drop	X; current lexical borrows are static only	Borrow-flag integrity, count overflow, guard non-forget policy/resource behavior, and hostile fact review	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::RefCell members=borrow,borrow_mut
REFCELL-TRY-01	dynamic_borrow	RefCell::{try_borrow,try_borrow_mut}; helpers={BorrowError,BorrowMutError,Ref,RefMut}	Cell with runtime borrow state	Shared outer borrow	Result containing shared/unique guard or conflict error	Success guard updates state; error changes nothing	Conflict is recoverable, not panic	O(1)	Payload identity retained	Borrow mode	Safe borrow-flag transition	X	Failure atomicity, error distinction, guard cleanup, and state-to-access fact	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::RefCell members=try_borrow,try_borrow_mut
REF-GUARD-01	dynamic_borrow_projection	Ref::{clone,map,filter_map,map_split}; RefMut::{map,filter_map,map_split}	Live shared or unique guard	Clone shared guard or consume guard plus projection callable	Projected guard, original guard on filter failure, or two proven-disjoint guards	Borrow flag/count remains held until every output guard drops	Projection failure returns original guard; callback trap must not corrupt borrow state	O(1) plus callback	Projected subobject identity retained	FnOnce projection; split must return disjoint places	Safe guard transformation relies on borrow flag and Drop; map_split establishes dynamic alias fact	X	Guard ownership, projection provenance, split disjointness, callback trap, and exact flag release	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::{Ref,RefMut} members=clone,map,filter_map,map_split
REFCELL-REPLACE-01	dynamic_borrow_mutation	RefCell::{replace,replace_with,take,swap}	One/two unborrowed cells	Moves replacement/default values; replace_with callback gets unique T	Old T returned, callback replacement installed, default installed, or cell payloads exchanged	Payload identities move; borrow flags unchanged at zero	Any live borrow panics before mutation; replace_with callback trap must leave valid cell; self-swap or same-cell alias panics per Rust rules	O(1) plus callback/T move	Cell identities remain; payload identities move	Default or FnOnce(&mut T)->T	Safe runtime borrow check plus mem replace/swap	X	Dynamic conflict check, affine replace/swap, callback state, self-alias, and exact drops	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::RefCell members=replace,replace_with,take,swap
HELPER-REMAINDER-01	iterator_remainder_view	ChunksExact::remainder; ChunksExactMut::into_remainder; RChunksExact::remainder; RChunksExactMut::into_remainder	Live exact-chunk helper	Shared borrow of cursor or consume mutable cursor	Borrowed unmatched remainder view	Borrow tied to original source; consuming mutable cursor transfers its unique remainder borrow	Total	O(1)	Forward exact chunks retain tail remainder; reverse exact chunks retain head remainder	Direction and borrow mode	Private cursor exposes already-proven remainder bounds	X for generic unique cursor; shared index-loop equivalent U	Exact remainder location, cursor consumption, provenance, and no overlap with yielded live borrows	RUST-1.97.0-API-INVENTORY.tsv helper paths=alloc::slice::{ChunksExact,ChunksExactMut,RChunksExact,RChunksExactMut}
HELPER-CURSOR-VIEW-01	iterator_remainder_view	slice::Iter::as_slice; slice::IterMut::{as_slice,into_slice}; Vec::Drain::as_slice; Vec::IntoIter::{as_slice,as_mut_slice}; String::Drain::as_str; str::Chars::as_str; str::CharIndices::{as_str,offset}	Live cursor with unconsumed range	Borrow cursor or consume mutable borrowed cursor	View of unconsumed elements/text, or next byte offset	View lifetime tied to cursor/source; mutable remainder excludes future cursor use as specified	Total while cursor valid	O(1)	Exact unconsumed order and source-relative offset retained	Cursor family and borrow mode	Private cursor pointers/indices converted back to safe view	X as general helper; explicit fixed Copy cursor arithmetic is U	Remaining-range truthfulness, provenance, mutable exclusivity, and mixed next/view call behavior	RUST-1.97.0-API-INVENTORY.tsv helper paths=alloc::slice::{Iter,IterMut},alloc::vec::{Drain,IntoIter},alloc::string::Drain,alloc::str::{Chars,CharIndices}
HELPER-ARRAY-INTOITER-01	redundant_iterator_constructor	array::IntoIter::{new,as_slice,as_mut_slice}	Owned fixed array or live owning array iterator	Consumes array for new; borrows iterator for views	Owning iterator or view of unconsumed elements	Array owner dead after construction; returned view tied to iterator	No failure; deprecated new is an alias of IntoIterator construction	O(1)	Fixed source order and exact remaining range	None	Safe partial-array iterator internally tracks live range and Drop	X for affine arrays; constructor spelling is redundant/deprecated evidence	Owning partial-consumption cleanup and exact live-range tracking; no separate xlang spelling implied	RUST-1.97.0-API-INVENTORY.tsv item_path=core::array::IntoIter members=new,as_slice,as_mut_slice
TRAIT-INTOITER-01	iteration_protocol	IntoIterator for owned/shared/unique array,slice,Vec,VecDeque,LinkedList,BinaryHeap,BTreeMap,BTreeSet,HashMap,HashSet; owning helpers={array,vec,vec_deque,linked_list,binary_heap,btree_map,btree_set,hash_map,hash_set}::IntoIter	Valid owner or borrow	Consume owner, shared borrow, or unique borrow	Associated iterator yields moved/shared/unique items according to entrance	Owning entrance kills container binding; borrowed entrance retains borrow	Abandoning owning iterator drops every remaining owned payload exactly once	O(1) entrance; O(1) amortized next; O(n) total	Family-specific order: indexed order, sorted order, heap internal order, or arbitrary hash order	Associated Item and ownership mode	Concrete impls use private cursors and Drop; raw selected impl count=24	X generally; explicit index loops cover fixed Copy contiguous views	Exact associated item ownership, order, remaining-item cleanup, and no duplicate unique yield	RUST-1.97.0-API-INVENTORY.tsv selected stable direct IntoIterator impls; helper pages under https://doc.rust-lang.org/1.97.0/std/
TRAIT-ITER-01	iteration_protocol	Iterator::{next,size_hint} on all 118 one-hop iterator/cursor helpers	Live helper cursor	Unique access to cursor	Next item or None; lower/upper remaining-size bounds	Yielded borrow provenance follows helper; owning item moves once	None after exhaustion; early abandonment follows helper-specific cleanup row	O(1) amortized next unless family row states otherwise	Family-specific order	Associated Item	Trait is safe; concrete helpers frequently hold raw pointers/private node stacks	X as general protocol	Progress, no duplicate ownership, truthful size_hint, and helper-specific cleanup	RUST-1.97.0-API-INVENTORY.tsv defining trait=Iterator plus helper set recorded in RUST-DATA-CONTRACT-CENSUS.md
TRAIT-DOUBLE-01	iteration_protocol	DoubleEndedIterator on applicable slice,str,Vec,deque,list,map,set,heap,drain,splice helpers	Live double-ended cursor	Unique cursor access	Next front/back item without duplicate yield	Front/back cursor state converges	Exhaustion from either direction returns None; abandonment per helper	O(1) amortized next_front/next_back where implemented	Forward and reverse orders are exact inverses within family contract	Direction	Private two-ended cursor state	X generally	Crossing-state proof, exact order, and no double move/borrow under mixed calls	RUST-1.97.0-API-INVENTORY.tsv defining trait=DoubleEndedIterator; helper rustdoc pages
TRAIT-EXACT-01	iteration_protocol	ExactSizeIterator and FusedIterator on applicable one-hop helpers	Live helper	Shared/unique cursor query	Exact remaining count; fused iterator remains exhausted after first None	None	Total metadata query; no resurrection after exhaustion	O(1) len and next metadata update	No layout effect	None	Private cursor metadata	X as generic protocol; explicit fixed loops can know bounds	Exact count under mixed-direction consumption and stable terminal state	RUST-1.97.0-API-INVENTORY.tsv defining traits=ExactSizeIterator,FusedIterator; helper rustdoc pages
TRAIT-EXTEND-01	bulk_construction_protocol	Extend for Vec,VecDeque,LinkedList,BinaryHeap,BTreeMap,BTreeSet,HashMap,HashSet,String and borrowed-item variants	Valid destination plus input iterator	Unique destination; consumes input items or clones/copies borrowed items	Destination incorporates stream under family duplicate/order rules	Growth/rehash invalidates family-specific borrows	Iterator/callback/allocation failure must leave destination and unconsumed input ownership valid; Rust generally uses panic/OOM	O(m) plus family insertion costs	Family-specific order/uniqueness	IntoIterator and optional Clone	Safe facade over each family's partial insertion machinery; raw selected impl count=22	X	Streaming partial-construction state, input ownership on failure, exact drops, and family bounds	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Extend impls
