algorithm_id	operation_gate_id	member_contract_id	contract_ids	exact_trigger_and_prestate	exact_commit_and_poststate	behavior_schedule	allocation_and_capacity_rule	resource_ceiling	rust_reference_route_id	member_declaration_sha256	status
ALG-9C6E7939820148376EE8	OPG-9C6E7939820148376EE8	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE and PRODUCER are valid owned states. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE and PRODUCER are valid owned states.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=BASE appends the yielded prefix in order; producer reaches terminal None and is destroyed once on success.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=BASE appends the yielded prefix in order; producer reaches terminal None and is destroyed once on success.; equation=Every offered owner has exactly one declared destination.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: next is called sequentially; prior calls and effects are never replayed. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: next is called sequentially; prior calls and effects are never replayed. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(n) calls/moves; geometric growth; no per-item allocation. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(n) calls/moves; geometric growth; no per-item allocation.	REF-RUST-VEC	7e22bc5a26968e5a45644f8fdad11d78f2d048083687b42d71e4054f5697fbfe	FROZEN_PROTOCOL
ALG-9DCF732EC11731FEFD66	OPG-9DCF732EC11731FEFD66	DENSE-COMPARE	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=LEFT and RIGHT are valid shared dense views.	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Both views and owners remain valid; returns the exact lexicographic/equality result.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: Comparator calls proceed in increasing index order and stop at the first decisive pair; effects are preserved. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-COMPARE::TRAIT-CMP-01::COMMON-NON-OD1::SUCCESS: O(min(lenL,lenR)); zero allocation; monomorphized direct calls.	REF-RUST-VEC	df3101e25592cc378dac4bb7ad85465ddeede4fcde51de1597c0232ae30c35a2	FROZEN_PROTOCOL
ALG-9E220EA3DCA7640F6F2A	OPG-9E220EA3DCA7640F6F2A	DENSE-JOIN	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=Every source view is valid and SEPARATOR is a valid borrowed view; Clone is available.	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one new dense owner with source groups and separators cloned in exact order.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: One clone per output element in output order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-JOIN::VIEW-CONCAT-01::COMMON-NON-OD1::SUCCESS: O(output len); one allocation; no per-item allocation.	REF-RUST-VEC	d99ab0fff0e06a0b080d0afd3919a7f6f849dd14bbc2b0b5d3b18fe1dd0e1fd7	FROZEN_PROTOCOL
ALG-9E5962135019D20949CD	OPG-9E5962135019D20949CD	DENSE-EAGER-EXTRACT	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid; PRED is owned; no incompatible borrow is live.	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns valid retained BASE and a valid removed dense owner; both preserve their respective stable orders.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS: PRED runs exactly once per original element in increasing order and may mutate the current value. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-EAGER-EXTRACT::SEQ-EXTRACT-01::COMMON-NON-OD1::SUCCESS: O(n) calls and moves; at most one relocation per retained value after first hole; at most one output allocation.	REF-RUST-EXTRACT	beb267cb84fbccc4a054650a61bc6c900042e6c18bfd3ddc0c710175de42a737	FROZEN_PROTOCOL
ALG-A120B75D6D04E9986EF1	OPG-A120B75D6D04E9986EF1	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE and PRODUCER are valid owned states. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE and PRODUCER are valid owned states.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=BASE appends the yielded prefix in order; producer reaches terminal None and is destroyed once on success.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=BASE appends the yielded prefix in order; producer reaches terminal None and is destroyed once on success.; equation=Every offered owner has exactly one declared destination.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: next is called sequentially; prior calls and effects are never replayed. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: next is called sequentially; prior calls and effects are never replayed. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(n) calls/moves; geometric growth; no per-item allocation. || DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(n) calls/moves; geometric growth; no per-item allocation.	REF-RUST-VEC	7e22bc5a26968e5a45644f8fdad11d78f2d048083687b42d71e4054f5697fbfe	FROZEN_PROTOCOL
ALG-A332F29E26AE28156F6E	OPG-A332F29E26AE28156F6E	DENSE-INTO-OWNER	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BOXED is a valid exact-length dense owner.	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns a valid growable dense owner with identical allocation root, order, and payload owners.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-INTO-OWNER::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation and zero payload traffic.	REF-RUST-VEC	c42e7f1e50a829dcfa0721116baff822699dc0fd81e4b2c6eed42bf4e6a60b08	FROZEN_PROTOCOL
ALG-A79155188E8066A5CE7A	OPG-A79155188E8066A5CE7A	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.; equation=All old and offered owners reach exactly one post-state role. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.; equation=Every offered owner has exactly one declared destination.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: Same as DENSE-PUSH; no additional allocation. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: Same as DENSE-PUSH; no additional allocation.	REF-RUST-VEC	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	FROZEN_PROTOCOL
ALG-AAB47952187EB38D8624	OPG-AAB47952187EB38D8624	DENSE-RETAIN	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid; PRED is owned; no incompatible borrow is live.	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Retains selected owners in stable order; rejected owners are destroyed once; BASE is valid on success.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS: Exactly one shared predicate call per original owner in increasing order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS: O(n) calls; at most one relocation per retained owner after first hole; zero allocation.	REF-RUST-VEC	3341b10ed16a7f8e2f361183078a2d8c1980e3639d0a6da782c406d865f30334	FROZEN_PROTOCOL
ALG-AE35238591629240FDC9	OPG-AE35238591629240FDC9	DENSE-POP	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED: trigger=len>0.; pre=BASE is valid; no incompatible borrow is live.	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED: commit=SLOT_DEAD_BEFORE_RESULT_LIVE; post=Empty returns None and unchanged BASE; nonempty marks len-1 dead before returning that sole owner.; equation=len'=len-1; returned VALUE is absent from BASE' and is not destroyed.	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED: ZERO Outcome branch calls: ZERO.	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED: ALLOC(BASE')=A0	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED: O(1); zero allocation; zero destruction of returned value.	REF-RUST-VEC	c13783caeba07af1541e3b6cbb5ffe20dc4e283381fc75fa403c6f2f610f3fd2	FROZEN_PROTOCOL
ALG-B14D6798434DA45A6D8D	OPG-B14D6798434DA45A6D8D	DENSE-INSERT	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=Success moves VALUE to INDEX and relocates the old suffix right once in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Success moves VALUE to INDEX and relocates the old suffix right once in order.; equation=Every offered owner has exactly one declared destination.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(len-index) relocations plus at most one O(len) growth; no clone. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(len-index) relocations plus at most one O(len) growth; no clone.	REF-RUST-VEC	10009a2f55b8883048d83ed35260fb091978e15e122fdfeef3f4851b6d722f8f	FROZEN_PROTOCOL
ALG-B3D36B19989AB3D06428	OPG-B3D36B19989AB3D06428	DENSE-INSERT	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=Success moves VALUE to INDEX and relocates the old suffix right once in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Success moves VALUE to INDEX and relocates the old suffix right once in order.; equation=Every offered owner has exactly one declared destination.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(len-index) relocations plus at most one O(len) growth; no clone. || DENSE-INSERT::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(len-index) relocations plus at most one O(len) growth; no clone.	REF-RUST-VEC	10009a2f55b8883048d83ed35260fb091978e15e122fdfeef3f4851b6d722f8f	FROZEN_PROTOCOL
ALG-B47E1D04476C902D0806	OPG-B47E1D04476C902D0806	DENSE-SWAP-REMOVE	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid; 0<=INDEX<len.	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns INDEX owner; if nonlast, last owner relocates once into INDEX; len decreases once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-SWAP-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	b17da392564c4f1f63bdcf1f0033c93b583381b8ceb885b1cede4f1ce0be6e33	FROZEN_PROTOCOL
ALG-B4BD52352ADE0014314B	OPG-B4BD52352ADE0014314B	DENSE-INIT-COPY	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=DEST has exactly N dead slots; SRC has N valid Copy values.	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Success returns one valid dense owner with N copied values; overfill is rejected before write.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-INIT-COPY::INIT-WRITE-01::COMMON-NON-OD1::SUCCESS: O(N) copies; one existing destination allocation.	REF-RUST-VEC	76053df5beeb950fa2d809eeec6fccb2c2286fb08cecfe7e6bc0755142c74482	FROZEN_PROTOCOL
ALG-B687657E6D24F584B757	OPG-B687657E6D24F584B757	DENSE-COLLECT	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS: trigger=All member preconditions hold.; pre=PRODUCER is an owned finite iterator/protocol state.	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one valid dense owner containing yielded owners in yield order; producer is destroyed once with remaining state.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS: next is called in order until terminal None; no call duplication, fusion, or reordering. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS: ALLOC(BASE)=A0	DENSE-COLLECT::TRAIT-COLLECT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS: O(n) calls and moves; geometric growth; at most one live dense allocation; no per-item allocation.	REF-RUST-VEC	08be970800e5230c397e707a0bb9db7f679fe53550cf1a3945592d46e760a80b	FROZEN_PROTOCOL
ALG-BBB4C643128C9D3668CF	OPG-BBB4C643128C9D3668CF	DENSE-META	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid.	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns exact len/capacity/empty metadata and preserves BASE.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	69ae194548ce4ec020fe8850cbba2c932f968022baac540a97de774abe3fd5c5	FROZEN_PROTOCOL
ALG-BEF5A39FF136D0D7C4E0	OPG-BEF5A39FF136D0D7C4E0	DENSE-FRESH-CLONE	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS,DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=SRC is a valid shared view and Clone is available. || DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=SRC is a valid shared view and Clone is available.	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one new valid dense owner with one clone per source value; SRC remains unchanged.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0. || DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns one new valid dense owner with one clone per source value; SRC remains unchanged.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: Exactly len clone calls in increasing order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT. || DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: Exactly len clone calls in increasing order. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0 || DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-FRESH-CLONE::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: O(len); one allocation; no per-item allocation. || DENSE-FRESH-CLONE::VIEW-ALLOC-01::COMMON-NON-OD1::SUCCESS: O(len); one allocation; no per-item allocation.	REF-RUST-VEC	393414d71ae9612515702c22b579f6ebc2598cce915d87101a5459cf79fcbc00	FROZEN_PROTOCOL
ALG-BF53978431A9491305A9	OPG-BF53978431A9491305A9	DENSE-NEW	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=No input owner.	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns valid empty BASE with len=0, capacity=0 for positive-size T, and no allocation.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	f1efedeade3b0d060ace180a2361bc73740c418781d07f324023baf7628594d2	FROZEN_PROTOCOL
