contract_id	branch_id	route_scope	role	returns_borrow_bearing_owner	requires_result_provenance	condition	conditional_capability_ids	disposition	reopening_trigger
HSET-ITER-01	OWNING_HASH_BUILDER_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Consuming HashSet into its owning iterator destroys stored BuildHasher state containing live borrow leaves exactly once before returning the iterator cursor; no owning cursor retains S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-ITER-01	OWNING_INTOITER_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	HashSet owning IntoIter state yields payload values containing borrow leaves; borrowed iteration members are not widened by this branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-ITER-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Only borrowed hash iterators preserve source-owned BuildHasher S containing live borrow leaves; S is not invoked, moved, or destroyed and is never stored in the returned cursor. The owning-iterator branch destroys S before returning its cursor state. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-DRAIN-01	CLEAR_BORROW_BEARING_PAYLOAD	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	HashSet::clear destroys retained payload values containing borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-DRAIN-01	DRAIN_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	HashSet::drain returns owning traversal state that yields payload values containing borrow leaves; the base matrix branch is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HSET-DRAIN-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Drain and clear preserve source-owned BuildHasher S containing live borrow leaves without invoking, moving, or destroying it; no returned drain cursor retains S or derives payload, allocation, or repair authority from S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
STRING-PUSH-01	BORROW_BEARING_RANGE_DESCRIPTOR	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	extend_from_within consumes a user-defined RangeBounds descriptor R containing live borrow leaves and calls RangeBounds only while R is live. The same R outer owner remains valid across each normal call, but a shared-receiver call may end, replace, or move R's internal leaves only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and any unique transfer ends in R before destination liveness; temporary &R, field addresses, and call frames mint no root. Each later call consumes the preceding post-R state. R is destroyed exactly once; no returned cursor or payload provenance derives from R. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
STRING-RETAIN-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	For the retain predicate environment, the owned behavior environment contains live borrow leaves, remains valid for every permitted zero-or-more invocation path, and is destroyed exactly once including a not-invoked branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
STRING-DRAIN-01	BORROW_BEARING_RANGE_DESCRIPTOR	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	drain consumes a user-defined RangeBounds descriptor R containing live borrow leaves and calls RangeBounds only while R is live. The same R outer owner remains valid across each normal call, but a shared-receiver call may end, replace, or move R's internal leaves only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and any unique transfer ends in R before destination liveness; temporary &R, field addresses, and call frames mint no root. Each later call consumes the preceding post-R state. R is destroyed exactly once; no returned cursor or payload provenance derives from R. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
STRING-REPLACE-01	BORROW_BEARING_RANGE_DESCRIPTOR	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	replace_range consumes a user-defined RangeBounds descriptor R containing live borrow leaves and calls RangeBounds only while R is live. The same R outer owner remains valid across each normal call, but a shared-receiver call may end, replace, or move R's internal leaves only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and any unique transfer ends in R before destination liveness; temporary &R, field addresses, and call frames mint no root. Each later call consumes the preceding post-R state. R is destroyed exactly once; no returned cursor or payload provenance derives from R. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-NEW-01	BORROW_BEARING_OWNED_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-WEAK-01	DOWNGRADE_BORROW_PAYLOAD_HANDLE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Rc::downgrade returns Weak<T> preserving T's live borrow relations without keeping the payload alive; Weak::new is excluded. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-WEAK-01	UPGRADE_BORROW_PAYLOAD_HANDLE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	A successful Weak::upgrade returns Rc<T> whose live T contains borrow leaves; failed upgrade and Weak::new are excluded. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-UNIQUE-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-UNIQUE-01	MAKE_MUT_CLONE_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Rc::make_mut's multiple-strong branch stores the T produced by CloneToUninit or Clone from the original shared payload source. Every live borrow leaf follows the declared clone-result relation and never derives from the temporary Rc receiver, old or new allocation storage, or call frame; the weak-only relocation branch performs no clone and is excluded. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-UNWRAP-01	BORROW_BEARING_OWNED_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	The unique try_unwrap, into_inner, or unwrap_or_clone branch moves the existing T and preserves each leaf root; unwrap_or_clone's shared fallback instead obtains T through the declared Clone result-provenance relation and may not derive a leaf from temporary receiver, Rc allocation, or call-frame storage. In that fallback the original shared payload is the Clone source. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-CYCLIC-01	BORROW_BEARING_OWNED_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Rc::new_cyclic stores the T returned by its FnOnce producer; every live borrow leaf in T follows the producer result-provenance relation and derives only from declared captures or independent static, global, or promoted roots, never from the temporary provisional &Weak<T> argument, Weak identity, callable storage, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-CYCLIC-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Rc::new_cyclic owns a FnOnce environment containing live borrow leaves, invokes it exactly once on every normal route, and destroys it exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-PIN-01	BORROW_BEARING_OWNED_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-DOWNCAST-01	FAILURE_ERASED_BORROW_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	A failed downcast returns the exact Rc<dyn Any> owner whose erased payload has a static lifetime yet contains one or more live static borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RC-DOWNCAST-01	SUCCESS_CONCRETE_BORROW_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	A successful downcast returns the same shared allocation as Rc<T>, and T has a static lifetime yet contains one or more live static borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-OWNER-01	NEW_INTO_INNER_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	RefCell::new stores and into_inner returns a payload containing borrow leaves; get_mut is only an outer result borrow and is not widened. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REF-GUARD-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Each behavior-taking Ref or RefMut projection member owns an environment containing live borrow leaves, invokes it exactly once on every normal route, and destroys it exactly once; Ref::clone has no environment. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-REPLACE-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	RefCell::replace_with owns an environment containing live borrow leaves, invokes it exactly once on every normal route, and destroys it exactly once; replace, take, and swap have no environment. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-REPLACE-01	INSTALLED_CALLBACK_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	replace_with installs the T returned by FnOnce. Every live borrow leaf in the installed T follows the callable result-provenance relation and never derives from the temporary &mut T argument, cell storage, callable receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-REPLACE-01	INSTALLED_DEFAULT_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	RefCell::take installs the T returned by Default. Every live borrow leaf follows the declared Default result-provenance relation and never derives from the displaced old T, cell storage, receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-REPLACE-01	RETURNED_BORROW_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	replace, replace_with, or take returns the displaced T containing live borrow leaves; swap is excluded. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
REFCELL-REPLACE-01	SWAP_BORROW_PAYLOAD_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	RefCell::swap exchanges two live T payloads containing borrow leaves between cells and returns no T owner. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
HELPER-ARRAY-INTOITER-01	BORROW_BEARING_OWNED_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-INTOITER-01	OWNING_ENTRANCE_BORROW_BEARING_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	The owning IntoIterator entrance retains and yields Item values containing borrow leaves; shared and unique entrances are not widened by this branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-INTOITER-01	OWNING_HASH_BUILDER_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Only owning HashMap and HashSet IntoIterator entrances destroy stored BuildHasher state containing live borrow leaves exactly once before returning the payload cursor; no owning cursor retains S. Borrowed entrances preserve the source owner and do not destroy S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-VALUE-HALFOPEN-01	RANGE_ENDPOINTS	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	Range<Idx> retains start and end, and at least one endpoint contains a borrow leaf. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-VALUE-FROM-01	RANGE_FROM_START	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	RangeFrom<Idx> retains a borrow-bearing start. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-VALUE-INCLUSIVE-01	RANGE_INCLUSIVE_ENDPOINTS	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	A plain inclusive range retains a borrow-bearing start or last endpoint. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-VALUE-TO-INCLUSIVE-01	RANGE_TO_INCLUSIVE_END	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	The retained inclusive upper endpoint contains a borrow leaf. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-VALUE-01	INCLUDED_EXCLUDED_PAYLOAD	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	Included(T) or Excluded(T) retains a borrow-bearing T; Unbounded is excluded. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-CLONE-01	CLONED_INPUT_BOUND_REF	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The consumed bounded input is Bound<&T> and therefore itself stores an external borrow leaf. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-CLONE-01	CLONED_OUTPUT_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Cloned T contains borrow leaves and is stored in returned Included(T) or Excluded(T). The borrowed endpoint value is the Clone source. Every result leaf follows the declared Clone result-provenance relation and may select, swap, or coalesce independently valid roots; no leaf derives from the temporary Bound receiver, borrowed referent view, or call frame. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-MAP-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Bound::map owns a FnOnce environment containing live borrow leaves; Included and Excluded invoke it exactly once, Unbounded invokes it zero times, and every normal route destroys the environment exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-MAP-01	MAP_INPUT_PAYLOAD	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	A bounded input T contains borrow leaves and is moved out of Bound<T> into the selected behavior. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-BOUND-MAP-01	MAP_OUTPUT_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Mapped U contains borrow leaves and is retained in returned Bound<U>. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-LEGACY-HALFOPEN-STATE-01	RANGE_ENDPOINTS	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	The public legacy range value retains a borrow-bearing start or end independently of whether it is iterable. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-LEGACY-FROM-STATE-01	RANGE_FROM_START	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	The public legacy unbounded cursor/value retains a borrow-bearing start. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-LEGACY-INCLUSIVE-STATE-01	RANGE_INCLUSIVE_ENDPOINTS	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	Construction retains a borrow-bearing start or end alongside exhaustion state. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-LEGACY-INCLUSIVE-INTO-01	INTO_INNER_ENDPOINTS	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Consuming into_inner moves borrow-bearing stored endpoints into the returned tuple. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
RANGE-VALUE-TO-EXCLUSIVE-01	RANGE_TO_END	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	The retained exclusive upper endpoint contains a borrow leaf. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-INDEX-01	GENERATED_HASHER_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Each BuildHasher::build_hasher call returns exactly one call-local H owner whose initial borrow leaves and the post-call leaves retained by the same valid S owner jointly follow the declared BuildHasher result and behavior-effect relations. Every surviving S leaf keeps its exact root; each newly installed S leaf and each initial H leaf follows those relations. A unique leaf moved from S into H ends in S before becoming live in H and is never simultaneously live in both. No H leaf derives from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf value stored in S may transfer with its independent external root. The same H owner remains valid across the required Hash::hash and Hasher calls; those calls may evolve H's internal leaves only under the declared Hasher behavior-effect relation, with surviving roots preserved and ended unique leaves not duplicated. H is accessed only by call-scoped reborrows and is destroyed exactly once before the operation or lazy cursor step completes. H or S provenance never becomes payload or public result-borrow provenance. Hash output may influence the logical probe, destination, or Boolean result, but alone mints no occupancy, liveness, uniqueness, or check-elision fact; occupancy metadata gates payload access and Eq gates equivalence. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-INDEX-01	STORED_HASH_BUILDER_BORROW_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	The same stored BuildHasher S owner remains valid, but each build_hasher call may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root; every newly installed S leaf follows that relation. A unique leaf transferred from S into generated H ends in S before it becomes live in H and is never simultaneously live in both owners. Only the HashMap Index branch invokes stored BuildHasher S; the returned value borrow derives from map storage, never from S. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-CONVERT-01	FROM_CLONED_BORROW_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	A selected From conversion explicitly clones payload from a borrowed source into a new owned result. Each cloned leaf follows the separately frozen Clone result-provenance relation and may select, swap, or coalesce independently valid roots; no result leaf derives from temporary source-view, receiver, container, or call-frame storage. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both. For repeated helper calls, call i + 1 consumes call i's post-source state rather than a frozen original source leaf map.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-CONVERT-01	FROM_OWNED_BORROW_PAYLOAD	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	A selected From conversion moves or representation-reuses live generic payload into an owned array, Box, Vec, Rc-like, or equivalent result. Every pre-existing payload borrow leaf preserves its exact external or promoted-empty root; no fresh borrow derives from consumed container or allocation storage. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
TRAIT-CONVERT-01	TRY_FROM_BORROW_PAYLOAD_ERROR	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Recoverable failure returns the original owner or another error owner containing the original borrow-bearing live payload. Every pre-existing payload borrow leaf preserves its exact external or promoted-empty root; no fresh borrow derives from transient conversion state. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
