impl_ordinal	topology_route_identity	impl_key	selection_family	owning_contract_ids	implementer	exact_classifier_id	classifier_rationale	primary_refinement_family_or_gate	required_predecessor_family_ids	required_predecessor_gate_stage_ids	implicated_or_reopening_family_ids	implicated_or_reopening_gate_stage_ids	classification_policy	topology_scope_policy	source_artifact	source_row_sha256	source_crosswalk_sha256	vocabulary_sha256	classifier_member_count	classifier_member_sha256	policy_version
11	3a55fdb51cab10a63c6aeae9fdb037d0164c5f1ac5d6f04d1d54c33563dbfb92	df7098b7ad605ebeb890fc4c8c7efd808751f1ce434c2fd18a87cd1aee00db49	BORROW_PROJECTION	TRAIT-BORROW-01	str	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	6d1f4664211c53cc818be0c5455b46204d2740d53aced4b73b571b64e9b400e2	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
12	a19b4c7792f32921de90f33456d1b79a6b8043c759f25506f67a96a7eb0ec868	517b70b52a3f780563c00a4a8962c1618766b82a59c155f88d063d4cd7de4356	BORROW_PROJECTION	TRAIT-BORROW-01	Vec<T, A>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	e0b4e5a5f164ff5ee44a4bb566dd287821401e7fd2d97a84e37ba25e3660c79d	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
13	90b9dab536b34b0b3f1aa7f6491276aa38bc9e18fb449f1493d9b45e54dcf23f	6bb1e7b8d127efb4373bbde577d9fd92efde710e9786bed75331b067db23bce8	BORROW_PROJECTION	TRAIT-BORROW-01	[T; N]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	537b8078e6a79327c8608358cbab56a1002f90be1c55e5d28838e05a80a92f7c	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
14	62637043d88c19af5e8385a617b2257e4474acfd7bab502215bbbde1e3ae8613	995f342ef50eba9228aef715ceff6105c4406af9575e7a1ea39db3a8b7940f85	BORROW_PROJECTION	TRAIT-BORROW-01	Box<T, A>	CLASS-RECURSIVE-BOX	Generic Box ownership is the uniquely owned recursive substrate; an allocator type parameter alone imports no allocator-service contract.	F-RECURSIVE	NONE	NONE	F-RECURSIVE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	c6fff47874408e2788168db21b6feab0281a1f1d95fa17429bd345d057a8c078	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	10	7fbf5a258e12cb575f37308928829a5eac369c3589758521229d538d189c75ce	xlang-g0-trait-impl-topology-routing-v1
15	b074eae99e6ba809eacf1f43698e6678313727bb9b9900f07c005f349a73acf4	ee1956536213bab3a345d6a26c5574db092eaaac75caa7f15739aa743742c172	BORROW_PROJECTION	TRAIT-BORROW-01	[T]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	f8ccd68c19e465970f7068e9509bebdc501a52c5877055851285f4f0526a9a7b	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
16	a1985179a5f07d5c6b159511f5afe612be4bf9d0b02d4a23355f755652a0006a	602bc62c4ccfedcf6ff42b1a898c544ddbfe01afdd91fc6ad58c3446c26afcd3	BORROW_PROJECTION	TRAIT-BORROW-01	String	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	eb25e85853e3600eef592d4125d48aa2feab77ace81d24f645aa9521e6ff89f4	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
17	0f2b0c045f9a6d5f7514eadf7e9eaed003a3d60f7f69e29ef846731410385e99	a5e357372d65dbc103f0d4d7dccb59fd6d695142ebfd9b1f7068ab67c4682a77	BORROW_PROJECTION	TRAIT-BORROW-01	str	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	19f544e2e2fef95a1845f5e44f96c999c184b29066a60d9ed62e9d9a093c6052	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
18	da05388c76162ca7e118aa036ec76228eb99f60b4babe650cb92a8ec820b7e13	05aca9442f7af25145b5b8cd87fd14d2cbf75e164df2fa472aebafba8e905d5e	BORROW_PROJECTION	TRAIT-BORROW-01	String	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	748c2739f70216d41134928e65b33ba2bbaa7bc5ad74806ac12113ccb72f56b8	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
19	6d38a7be86f327fcc47ed01f8124b82162e2c36dc77d2b59999692a82e3b826a	9a5edc03a41bea6953fc7f8e9fdd9261bb96520fae87780853f1ac4a35141555	BORROW_PROJECTION	TRAIT-BORROW-01	str	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	ed94a57f035a28721a6d04c72258a4b42fd62407645b172934d15e4a9a031a5b	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
20	51021562d34a099c291c38f755955143784915b0cd89c58c5e5745f666d6ddb6	4cbea4e0a26f4f687a26ad1c80b656716b39b6e8f4862ec3a1e10b67f30c6522	BORROW_PROJECTION	TRAIT-BORROW-01	Vec<T, A>	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	cbf0ce4c792d346365e01bf4c9cde290c229ddcae69021f95b2cd6d688d4c20b	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
21	8582053950d563c3773521f7fcd09204c1c1e6d91b5803ba74c2e35d2a11c553	b9e5f0dabd754369c64b21367b8cd72dd7931f2a7b48f451015384edf5dbfb8d	BORROW_PROJECTION	TRAIT-BORROW-01	[T; N]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	50f1d2e1dc32839c0bcbef97b061e1f093ceb404a6cf9f364a8c9966cf5a2909	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
22	6ea8262a17b6597f4202bd74b4fb341635b620060eb31f50a3177922c2ffada7	d688fec3b0972933aa78f992d581c99a5ad1abc6e3df96f93d208d3b2457efd1	BORROW_PROJECTION	TRAIT-BORROW-01	Box<T, A>	CLASS-RECURSIVE-BOX	Generic Box ownership is the uniquely owned recursive substrate; an allocator type parameter alone imports no allocator-service contract.	F-RECURSIVE	NONE	NONE	F-RECURSIVE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	08ac0c78a2f0d553f480e7e7ddb4106b39df627023935571acb4f4beb830bfd1	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	10	7fbf5a258e12cb575f37308928829a5eac369c3589758521229d538d189c75ce	xlang-g0-trait-impl-topology-routing-v1
23	a9593d483caaa11b86663a92b58746b59ab6aaaa4ef9d83584f4bf8ebc49ab99	f84dfac3e8c14e84f4bdb44599aa6c1f535d7c155e98d2cf0ae9cab9d0fbc826	BORROW_PROJECTION	TRAIT-BORROW-01	Rc<T, A>	CLASS-SHARED	Generic Rc and Weak implementers are owned by shared-ownership refinement and do not import dense sequence topology.	F-SHARED	NONE	NONE	F-SHARED	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	468e9a9c0b25f0b3efcbf787ce14f642d1c090d60cf70ca2a3d67597c4923b40	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	16	395158b90dc0785e53f627275c82702ef1f78fcf31a643507752e726e64f22ce	xlang-g0-trait-impl-topology-routing-v1
24	70a7cfe4258e221b7fe6da31d5435b41b2054aba4bdc4b40938cbb1e408f871d	75fef80f49e746ab56f71613a7c604d2ba41ee48486f8c6610c50434d7dd2430	BORROW_PROJECTION	TRAIT-BORROW-01	[T]	CLASS-DENSE	Contiguous Vec, slice, array, and boxed-slice or boxed-array storage is refined by the dense family.	F-DENSE	NONE	NONE	F-DENSE	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	7e336569e885f1b3879d854dcf7bbf26c1adfa80193c6a3697df3537de15ad20	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	119	da744a49e860ff7865e60ec3835bc40b07464a89df75a75a67c9514eaef6a608	xlang-g0-trait-impl-topology-routing-v1
25	07f461a9a455e54c9a2979a0dabda64eeee58ce14f138e2da42eb26c56e97eea	d483680f7faefc65addbf2924bbfa14e98d5c9ba423bd9e6f4760d32365b3845	CLONE	TRAIT-CLONE-01	Box<str>	CLASS-TEXT	String, str, and boxed str require the text family, with dense storage retained only as a predecessor.	F-TEXT	F-DENSE	NONE	F-TEXT	NONE	EXACT_IMPLEMENTER_STRING_MEMBERSHIP_IN_CLOSED_ENUMERATED_CLASS;NO_REGEX;NO_PREFIX;NO_SUBSTRING;NO_FUZZY_MATCH;NO_DEFAULT;NO_UNMATCHED;PRIMARY_REFINEMENT_AND_PREDECESSOR_AND_IMPLICATED_REOPENING_ARE_TYPED_SEPARATELY;PREDECESSOR_NEVER_CONFERS_EVIDENCE_APPLICABILITY;TOPOLOGY_TARGETS_ARE_REFINEMENT_FAMILIES_OR_TYPED_GATE_STAGES_NOT_CROSSCUT_DIMENSIONS	CLASSIFY_SELECTED_STORAGE_OR_OWNERSHIP_TOPOLOGY;AN_ALLOCATOR_TYPE_PARAMETER_ALONE_DOES_NOT_ROUTE_TO_F_ALLOC_BECAUSE_THE_CROSSWALK_SELECTS_NO_USER_VISIBLE_ALLOCATOR_SERVICE_CONTRACT;ALLOCATOR_POLICY_REMAINS_SEPARATELY_SCOPED_TO_F_ALLOC	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	8e898901e3535fc24f20d85ebb1d78fd80b0821ea631287530d7be5a94508368	3e6a60450b62fdf0bc0794d10318566ca151f9e09a21d027fc016976d1acde50	9174a2aa7c51b79f36b7ca4280072dea431ba3eeb1b67b58d873ba6b49ff0fad	60	bc1d08c10e2ceeae083beed253e9f5a8cdf9d04442c50d6ccdbff96e75a6c7a8	xlang-g0-trait-impl-topology-routing-v1
