contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
RANGE-BOUND-CLONE-01	range_bound_duplication	Bound<&T>::cloned	Owned Bound<&T> whose referent is live	Consume the borrowed descriptor and shared-borrow its referent for an explicit Clone call	Owned Bound<T> with identical variant; one cloned payload for Included or Excluded and none for Unbounded	Input descriptor is consumed; referent ownership is unchanged; output owns the clone. The bounded borrowed endpoint value is the Clone source; Unbounded performs no call. Clone source-effect contract: each normal Clone call maps one valid pre-source owner to a valid post-source owner plus one valid result under the joint declared source-effect and result-provenance relations. The same source shell remains valid, but its internal leaf map need not: surviving source leaves keep roots, every ended leaf ends once, every new source or result leaf is relation-authorized, and a unique leaf moved to the result ends in the source before result liveness and is never live in both. Repeated calls use the preceding post-source state rather than a frozen original map.	Clone trap aborts under EFF-4; on normal return Clone is called exactly once for a bounded variant and zero times for Unbounded. Temporary source views, receiver or field addresses, destination/container storage, and call frames mint no root unless the declared result relation names actual storage. A broken Clone law cannot weaken ownership, provenance, initialization, destruction, or fact-channel safety.	O(1) plus zero or one Clone(T)	Variant preserved exactly	Clone	Safe facade invokes payload Clone	X; general static Clone and bound value are absent	No hidden Copy, exact clone count, callback containment, and output ownership. Use the compiled clone source-effect, helper, and repeat_n canaries to exercise source root replacement, unique transfer, repeated-call post-source chaining, exact old-leaf disposition, and rejection of temporary roots or duplicate unique authority.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound member=cloned; src/core/ops/range.rs.html#803. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562; library/core/src/ops/range.rs:785-811. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries
RANGE-BOUND-MAP-01	range_bound_transform	Bound::map	Live owned Bound<T> and stateful one-shot behavior	Consume descriptor; move bounded T into FnOnce exactly once or do not call it for Unbounded	Bound<U> with identical variant and mapped payload only for Included or Excluded	Input descriptor and any T are consumed exactly once; output owns any U	Behavior trap aborts under EFF-4 with no recoverable post-state; normal Unbounded path returns without invoking behavior. On every normal branch the FnOnce environment has one disposition: bounded variants consume it in the single invocation; Unbounded destroys it unused.	O(1) plus zero or one behavior call	Variant preserved exactly	FnOnce(T)->U	Safe match and monomorphized behavior call	X; general owning behavior calls are absent	Exact zero-or-one call, variant preservation, affine input/output disposition, and abort containment. Preserve callable-capture and mapped-result provenance without attributing U to Bound storage or a temporary behavior reborrow.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Bound member=map; src/core/ops/range.rs.html#751
RANGE-LEGACY-HALFOPEN-STATE-01	range_cursor_value	core::ops::Range	Owned start and exclusive end; iteration additionally requires checked Step behavior	Own both endpoints; the value is also an owning forward cursor when Step is available	Public [start,end) descriptor whose next operation yields the current start and advances stored start until fused exhaustion	Moving consumes both endpoints; each yielded value transfers once. Terminal None is permanently fused but retains the remaining endpoint state until cursor destruction.	Construction is total; Step/overflow behavior must be frozen for xlang. First or repeated terminal None runs no cleanup; cursor destruction drops remaining endpoint state exactly once.	O(1) construction, O(1) Step per next, O(distance) full traversal when finite	Public start/end fields; iteration mutates start and excludes end	Checked Step/order behavior	Rust's safe cursor relies on internal Step implementations	X; concrete integer loops are narrower	Separate mutable legacy cursor state from core::range plain descriptors; exact progress, overflow, end exclusion, fusion, and abandonment	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::Range; src/core/ops/range.rs.html#82
RANGE-BOUNDS-PROTOCOL-01	range_bounds_behavior	RangeBounds::{start_bound,end_bound}	Live range-like value implementing the static behavior	Shared receiver borrow	Each required call returns Bound<&T> with the exact Included, Excluded, or Unbounded endpoint kind. The result region is bounded by the receiver borrow; the physical root is the receiver field for owned endpoints and remains external for reference endpoints.	Every returned endpoint borrow is bounded by the receiver region, and the receiver outer owner remains valid while its internal leaf map may evolve under the declared RangeBounds behavior-effect relation. A reference-endpoint result also remains bounded by its pre-existing external root. Each RangeBounds call is a runtime shared-receiver effect: the same nonconsumed outer descriptor owner remains valid on normal return, but its internal leaves may end, be replaced, or move only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and a unique transfer ends in the descriptor before destination liveness. Each later call consumes the preceding post-descriptor state. Each invoked runtime behavior is effectful by default, including through a shared receiver. Normal return preserves each nonconsumed outer owner, but its internal leaves may survive, end, move, or be installed only under declared behavior and result relations; later calls consume the preceding post-state.	Total for a valid implementer; broken behavior laws remain contained logic errors and cannot forge storage validity. A trap in any invoked user-defined behavior follows xlang EFF-4: immediate abort, no unwind cleanup or recoverable post-state promise, and no invalid read before abort.	O(1) per bound query for the canonical range values	Endpoint inclusivity and unboundedness are observable	Static RangeBounds behavior	Rust trait dispatch is safe; xlang mechanism is not presumed	X; complete static behavior and result-reborrow paths are absent	Exact endpoint kind, receiver-bounded result region, correct receiver-field versus external physical provenance, direct monomorphized call, and no optimizer bounds fact minted from writer behavior. A temporary descriptor receiver, field address, or call frame mints no physical root. An endpoint result region is receiver-bounded while its physical root independently remains the actual receiver field or a declared pre-existing external/static root. Broken RangeBounds laws mint no bounds, occupancy, liveness, provenance, disjointness, or check-elision fact. Do not infer purity, idempotence, leaf-map preservation, call elision, duplication, common-subexpression elimination, fusion, or reordering without a declared relation or verified-body proof.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeBounds members=start_bound,end_bound; src/core/ops/range.rs.html#820; pinned Rust 1.97.0 library/core/src/ops/range.rs RangeBounds implementations for owned endpoints, Range<&T>, and (Bound<&T>,Bound<&T>)
RANGE-BOUNDS-CONTAINS-01	range_bounds_query	RangeBounds::contains	Live range-bounds receiver and queried item	Shared borrows of receiver and item	True exactly when the lower bound admits item and the upper bound admits item	No operand or descriptor owner shell is consumed; invoked shared-receiver behavior may evolve internal leaf maps only under declared relations; endpoint result borrows remain inside the call. Each RangeBounds call is a runtime shared-receiver effect: the same nonconsumed outer descriptor owner remains valid on normal return, but its internal leaves may end, be replaced, or move only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and a unique transfer ends in the descriptor before destination liveness. Each later call consumes the preceding post-descriptor state.	Calls start_bound once; Included uses start<=item, Excluded uses start<item, Unbounded passes; a failed lower test short-circuits end_bound; otherwise calls end_bound once and uses item<=end, item<end, or true. Incomparability returns false; behavior trap aborts under EFF-4	O(1) plus two bound queries and at most two comparisons	Both endpoint kinds and comparison order are observable	RangeBounds plus partial order	Safe provided method over static behavior; no law is unchecked authority	X	Exact query/call/comparison count and order, lower short-circuit, incomparable result, provenance, and behavior containment. A temporary descriptor receiver, field address, or call frame mints no physical root. An endpoint result region is receiver-bounded while its physical root independently remains the actual receiver field or a declared pre-existing external/static root. Broken RangeBounds laws mint no bounds, occupancy, liveness, provenance, disjointness, or check-elision fact.	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeBounds member=contains; src/core/ops/range.rs.html#868
RANGE-LEGACY-FROM-STATE-01	range_cursor_value	core::ops::RangeFrom	Owned inclusive start; iteration requires checked Step behavior	Own start endpoint; value is an unbounded owning forward cursor when Step is available	Public [start,infinity) descriptor whose next operation yields current start and advances stored start without a normal finite exhaustion promise	Moving consumes start; each yielded value transfers once; current state remains cursor-owned	Construction is total; Rust leaves overflow type/profile dependent, so xlang must freeze checked overflow/trap semantics; abandonment drops current state exactly once	O(1) construction and O(1) Step per demanded item; total traversal intentionally unbounded	Public start field mutates during iteration; no upper bound or exact-size fact	Checked Step/order behavior	Rust's safe cursor relies on internal Step and profile-sensitive overflow	X; explicit concrete loops are narrower	Separate mutable legacy cursor state from core::range plain descriptors; exact progress, overflow, no false finite hint, and abandonment	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeFrom; src/core/ops/range.rs.html#197
RANGE-VALUE-FULL-01	range_value	core::ops::RangeFull	No endpoint payload	Own zero payloads	Unbounded-below-and-above descriptor representing ..	Moving or copying changes no payload ownership	Total; drop and abandonment destroy no payload	O(1), zero allocation	Zero-payload semantic value; physical representation is not prescribed	None	Safe unit-like value	U; a concrete unit value is expressible but generic range use is unproved	Exact unbounded semantics and no implied iterable or container-bounds fact	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeFull; src/core/ops/range.rs.html#44
RANGE-LEGACY-INCLUSIVE-STATE-01	range_cursor_value	core::ops::RangeInclusive::{RangeInclusive,new}	Owned start and inclusive end plus private exhaustion state	Own both endpoints; construction sets exhausted=false	Closed [start,end] descriptor that is also an owning double-ended cursor; iteration yields each admitted endpoint once and records permanent exhaustion	Moving consumes both endpoints; each yielded value transfers once. Terminal None records permanent exhaustion but retains valid, otherwise unspecified endpoint values and their borrow roots until cursor destruction.	Construction is total; checked Step/comparison behavior must not expose invalid state. First or repeated terminal None runs no cleanup; cursor destruction drops the retained endpoint state exactly once.	O(1) construction, O(1) Step per end operation, O(distance+1) full traversal when finite	Private exhausted state is observable through iteration, equality/hash/debug, contains, and is_empty; endpoint values are unspecified after exhaustion	Checked Step/order behavior	Rust safe facade uses private exhaustion state and internal Step	X	Do not conflate with core::range::RangeInclusive plain descriptor; exact endpoint-once progress, double-ended crossing, fusion, overflow, and cleanup	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive item/new; src/core/ops/range.rs.html#357
RANGE-LEGACY-INCLUSIVE-CONTAINS-01	range_query	core::ops::RangeInclusive::contains	Live legacy inclusive cursor state and queried item	Shared borrows of cursor and item	False when exhausted; otherwise true exactly when start<=item and item<=end	No operand or descriptor owner shell is consumed; invoked shared-receiver behavior may evolve internal leaf maps only under declared relations; borrows end with call	Exhausted state short-circuits comparisons; otherwise at most two partial-order calls, lower first; incomparable values return false; behavior trap aborts under EFF-4	O(1) plus at most two comparisons	Includes both current endpoints only while not exhausted	Partial order	Safe method observes private exhaustion state	X	Exhaustion short-circuit, exact comparison direction/count/order, incomparable result, and callback containment	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive member=contains; src/core/ops/range.rs.html#522
RANGE-LEGACY-INCLUSIVE-EMPTY-01	range_query	core::ops::RangeInclusive::is_empty	Live legacy inclusive cursor state	Shared borrow of cursor	True when exhausted or when !(start<=end); equal endpoints are nonempty before exhaustion	No operand or descriptor owner shell is consumed; invoked shared-receiver behavior may evolve internal leaf maps only under declared relations; borrow ends with call	Exhausted state short-circuits comparison; otherwise one partial-order call; incomparable endpoints are empty; behavior trap aborts under EFF-4	O(1) plus at most one comparison	Private exhaustion state dominates endpoint relation	Partial order	Safe method observes private exhaustion state	X	Exhaustion short-circuit, equality/incomparability result, exact comparison count, and callback containment	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive member=is_empty; src/core/ops/range.rs.html#559
RANGE-LEGACY-INCLUSIVE-ACCESS-01	range_projection	core::ops::RangeInclusive::{start,end}	Live legacy inclusive cursor state	Shared borrow of cursor	Shared borrow of the stored start or end value; after exhaustion the value is valid but otherwise unspecified	Returned borrow is tied to the cursor; cursor state and ownership are unchanged	Total; caller may not infer original endpoints after exhausted iteration	O(1), zero allocation	Exposes stored endpoint address for the borrow lifetime but no post-exhaustion value guarantee	None	Safe private-field projection	X; generic result-reborrow is absent	Owner-tied provenance, endpoint selection, and explicit post-exhaustion underspecification	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive members=start,end; src/core/ops/range.rs.html#415
RANGE-LEGACY-INCLUSIVE-INTO-01	range_ownership_projection	core::ops::RangeInclusive::into_inner	Owned legacy inclusive cursor state	Consume cursor owner	Owned (start,end) pair moved from current stored state; after exhaustion the values remain valid but are otherwise unspecified	Cursor dies; each stored endpoint moves to exactly one tuple field	Total; no endpoint is cloned or dropped inside; returned values after exhausted iteration carry no original-value promise	O(1) plus two endpoint moves	Tuple order is start then end; private exhausted state is discarded	None	Safe consuming private-field projection	X for affine generic endpoints	Exact two-owner transfer, no hidden clone/drop, tuple order, and explicit post-exhaustion underspecification	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeInclusive member=into_inner; src/core/ops/range.rs.html#457
RANGE-VALUE-TO-EXCLUSIVE-01	range_value	core::ops::RangeTo	Exclusive end value	Own end endpoint	Plain unbounded-below descriptor (-infinity,end)	Moving consumes end; no borrow is created	Construction is total; drop or abandonment destroys end exactly once	O(1)	Public one-field value; construction grants no bounds fact	None	Safe plain value	X generically; an equivalent concrete record is expressible	Endpoint ownership, exclusive/unbounded markers, exact drop, and no hidden fact	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeTo; src/core/ops/range.rs.html#281
RANGE-CONTAINS-TO-EXCLUSIVE-01	range_query	core::ops::RangeTo::contains	Live exclusive-upper descriptor and queried item	Shared borrows of descriptor and item	True exactly when item<end	No operand or descriptor owner shell is consumed; invoked shared-receiver behavior may evolve internal leaf maps only under declared relations; borrows end with call	One partial-order call; incomparable values return false; behavior trap aborts under EFF-4	O(1) plus one comparison	Excludes end and has no lower bound	Partial order	Rust calls safe PartialOrd behavior	X generically; concrete integer test is expressible	Exact comparison direction/count, incomparable result, and callback containment	RUST-1.97.0-API-INVENTORY.tsv path=core::ops::RangeTo member=contains; src/core/ops/range.rs.html#313
TRAIT-INDEX-01	checked_index_protocol	Index/IndexMut for array,slice,Vec,VecDeque,String/str ranges,HashMap and related views	Valid container and index/key	Shared or unique borrow. Only the HashMap index branch call-scoped-reborrows stored BuildHasher S; S remains map-owned and the returned value borrow derives from map payload storage. During each performed hash operation, the same stored BuildHasher S owner remains valid, but build_hasher may end, replace, or move S's internal borrow leaves only under the declared BuildHasher behavior-effect relation. Every surviving S leaf keeps its exact root and every newly installed S leaf follows that relation. Each build_hasher call returns exactly one call-local H whose initial leaves and S's post-call leaves jointly follow the declared BuildHasher result and behavior-effect relations. A unique leaf transferred from S into H ends in S before becoming live in H and is never simultaneously live in both. The same H owner remains valid across Hash::hash and Hasher calls; those calls may end, replace, or move H leaves only under the declared Hasher behavior-effect relation. H is destroyed exactly once with its remaining state before that operation or lazy cursor step completes.	Direct borrowed output	Borrow tied to container; unique output excludes overlap No S or H leaf may derive from the call-scoped &S receiver, the address or storage of an S field, or the call frame, although an existing leaf stored in S may transfer with its independent external root. Surviving leaves retain exact roots and newly installed leaves follow the declared relations. S and H mint no payload, public-result, occupancy, liveness, uniqueness, equivalence, or check-elision authority; hash output may select a probe, destination, or Boolean result only under occupancy metadata and Eq. Each invoked runtime behavior is effectful by default, including through a shared receiver. Normal return preserves each nonconsumed outer owner, but its internal leaves may survive, end, move, or be installed only under declared behavior and result relations; later calls consume the preceding post-state.	Invalid index/key panics rather than Option; UTF-8 ranges also require boundaries. Hash indexing never moves or destroys S on a normal path. Every performed build_hasher call creates one H owner and destroys it exactly once with its remaining state after the required Hash/Hasher chain; zero-call paths create and destroy no H. A trap in any invoked user-defined behavior follows xlang EFF-4: immediate abort, no unwind cleanup or recoverable post-state promise, and no invalid read before abort.	O(1) indexed sequence; expected O(1) hash key; family-specific otherwise	Family order/address contract	Index type, SliceIndex, or borrowed key behavior	Safe trait call hides bounds/probe checks; exact selected direct impl counts Index=8,IndexMut=6	E only for current checked Copy buffer index; X for general forms	Retain checked failure, family complexity, boundary rules, and unique provenance. Require exact stateful BuildHasher ownership and direct calls, track surviving S roots and every behavior-effect-authorized ended or installed leaf, and forbid result-borrow, payload, or occupancy authority derived from S. Require exact BuildHasher and Hasher behavior-effect relations, joint post-S/initial-H result provenance, unique-leaf transfer without simultaneous liveness, same-owner validity, exact H destruction, and the strict S/H fact firewall. Do not infer purity, idempotence, leaf-map preservation, call elision, duplication, common-subexpression elimination, fusion, or reordering without a declared relation or verified-body proof.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=INDEX (Index=8,IndexMut=6); pinned Rust 1.97.0 library/core/src/hash/mod.rs:258-357,637-656,694-701 BuildHasher/Hasher behavior, result, and call-local lifecycle; compiled temporary xlang_buildhasher_root_swap and xlang_buildhasher_transfer canaries
TRAIT-DEREF-01	owner_view_protocol	Deref/DerefMut for Box,Vec,String,Rc and guard/view owners	Valid owner/guard	Shared or unique borrow	Borrowed target view/payload. The result region is receiver-bounded, while the physical root independently follows the declared relation to actual receiver-field storage or a pre-existing external/static root.	Borrow tied to source; mutable only where invariant preserved. A shared call may evolve unrelated receiver leaves. A mutable form is a bounded child reborrow or declared unique transfer: its source leaf ends or enters the child relation before result liveness, and receiver reuse remains excluded until the child ends. Each invoked runtime behavior is effectful by default, including through a shared receiver. Normal return preserves each nonconsumed outer owner, but its internal leaves may survive, end, move, or be installed only under declared behavior and result relations; later calls consume the preceding post-state.	Total while owner valid. Invoked behavior traps abort under EFF-4. A trap in any invoked user-defined behavior follows xlang EFF-4: immediate abort, no unwind cleanup or recoverable post-state promise, and no invalid read before abort.	O(1)	May expose same address/identity; String mutable target remains str, never bytes	Target type	Compiler syntax may forward methods, but contract is a borrow projection; exact base-owner counts Deref=4,DerefMut=3 plus guard counts Deref=2,DerefMut=1; total selected counts Deref=6,DerefMut=4	E for explicit box deref and fixed buffer view; X for shared/dynamic/general owners	No implicit ownership transfer, correct target invariant, and provenance. Reject a physical root invented from the receiver value, receiver address, or call frame unless the result is actual receiver-field storage; preserve declared external/static roots. Do not infer purity, idempotence, leaf-map preservation, call elision, duplication, common-subexpression elimination, fusion, or reordering without a declared relation or verified-body proof.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=DEREF (base Deref=4,DerefMut=3; guards Deref=2,DerefMut=1). pinned Rust 1.97.0 library/core/src/ops/deref.rs:139-151,270-278; library/core/src/convert/mod.rs:220-225,372-379; library/core/src/borrow.rs:158-180,190-210
TRAIT-BORROW-01	owner_view_protocol	AsRef,AsMut,Borrow,BorrowMut impls across array,slice,Box,Vec,String,Rc and collection keys	Valid owner/container	Shared or unique borrow	Borrowed canonical view used for generic lookup/conversion. The result region is receiver-bounded, while the physical root independently follows the declared relation to actual receiver-field storage or a pre-existing external/static root.	Borrow tied to owner. A shared call may evolve unrelated receiver leaves. A mutable form is a bounded child reborrow or declared unique transfer: its source leaf ends or enters the child relation before result liveness, and receiver reuse remains excluded until the child ends. Each invoked runtime behavior is effectful by default, including through a shared receiver. Normal return preserves each nonconsumed outer owner, but its internal leaves may survive, end, move, or be installed only under declared behavior and result relations; later calls consume the preceding post-state.	Total. Invoked behavior traps abort under EFF-4. A trap in any invoked user-defined behavior follows xlang EFF-4: immediate abort, no unwind cleanup or recoverable post-state promise, and no invalid read before abort.	O(1)	Borrow equality/hash/order must agree with owned key where required	Target borrowed type	Safe projection; exact selected direct counts AsRef=9,AsMut=6,Borrow=5,BorrowMut=4; concrete impl duplication is convenience	U for explicit current views; X for generic trait protocol	Law agreement, provenance, and invariant-preserving mutable targets. Reject a physical root invented from the receiver value, receiver address, or call frame unless the result is actual receiver-field storage; preserve declared external/static roots. Do not infer purity, idempotence, leaf-map preservation, call elision, duplication, common-subexpression elimination, fusion, or reordering without a declared relation or verified-body proof.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=BORROW_PROJECTION (AsRef=9,AsMut=6,Borrow=5,BorrowMut=4). pinned Rust 1.97.0 library/core/src/ops/deref.rs:139-151,270-278; library/core/src/convert/mod.rs:220-225,372-379; library/core/src/borrow.rs:158-180,190-210
TRAIT-CONVERT-01	ownership_conversion_protocol	From/TryFrom conversions among arrays,slices,Box,Vec,String,str,Rc and iterator outputs	Valid source owner/borrow	Move, borrow, or clone depending on conversion	Converted owner/view or recoverable original/error	Source invalid only for consuming success/failure contract as declared. Clone source-effect contract: each normal Clone call maps one valid pre-source owner to a valid post-source owner plus one valid result under the joint declared source-effect and result-provenance relations. The same source shell remains valid, but its internal leaf map need not: surviving source leaves keep roots, every ended leaf ends once, every new source or result leaf is relation-authorized, and a unique leaf moved to the result ends in the source before result liveness and is never live in both. Repeated calls use the preceding post-source state rather than a frozen original map.	Fallible length/UTF/type conversion must preserve specified source ownership. Clone-based conversion allocates output, may trap at any T::clone call, and leaves the borrowed source outer owner valid while Clone may evolve its internal leaf map under the declared source-effect relation. Normal and recoverable precommit exits require exact initialized-prefix owner disposition. Under xlang EFF-4, a T::clone trap aborts without a cleanup or post-state promise, while no invalid read, double ownership, or other undefined behavior may occur before abort. OOM follows the divergent allocation policy. Temporary source views, receiver or field addresses, destination/container storage, and call frames mint no root unless the declared result relation names actual storage. A broken Clone law cannot weaken ownership, provenance, initialization, destruction, or fact-channel safety.	O(1) representation reuse, O(n) copy/validation, or one allocation plus exactly n T::clone calls for an n-element clone conversion; keep distinct in family rows	Contiguity, validity, and identity guarantees conversion-specific	Target type	Safe conversions may use raw allocation ownership internally; exact selected direct counts From=31,TryFrom=9	X generally; numeric TryFrom is not this storage contract	No hidden clone, explicit failure ownership, exact cost class, and invariant seal; borrowed-view result provenance is distinct from exact preservation of pre-existing external or promoted-empty borrow leaves inside moved or representation-reused owned payloads. Clone-based conversions require exact partial initialization and normal or recoverable cleanup, EFF-4 callback containment without trap-edge cleanup promises, OP-9 allocation policy, and the separately frozen Clone result-provenance relation. Use the compiled clone source-effect, helper, and repeat_n canaries to exercise source root replacement, unique transfer, repeated-call post-source chaining, exact old-leaf disposition, and rejection of temporary roots or duplicate unique authority.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=CONVERSION (From=31,TryFrom=9); pinned Rust 1.97.0 library/alloc/src/boxed/convert.rs:59-100 and library/alloc/src/vec/mod.rs:4337-4364 clone-based slice conversions. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries
TRAIT-CLONE-01	duplication_protocol	Clone/clone_from for arrays,Box,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,Rc,Weak,Ref/borrowed helpers	Valid source; optional initialized destination	Shared source; Rc/Weak clone identity, other owners deep-clone payloads. Ref::clone borrows one live shared guard and clones only its guard bookkeeping, not the referent payload.	New owner or replaced destination. Ref::clone returns a sibling shared guard with the same exact referent provenance and one additional shared-borrow unit.	Deep clone creates independent value storage; Rc/Weak increments shared count. Ending either cloned Ref guard releases one shared unit and does not invalidate its sibling; the final guard releases the last unit. Clone source-effect contract: each normal Clone call maps one valid pre-source owner to a valid post-source owner plus one valid result under the joint declared source-effect and result-provenance relations. The same source shell remains valid, but its internal leaf map need not: surviving source leaves keep roots, every ended leaf ends once, every new source or result leaf is relation-authorized, and a unique leaf moved to the result ends in the source before result liveness and is never live in both. Repeated calls use the preceding post-source state rather than a frozen original map. Clone source-effect contract: each normal clone_from call maps valid pre-source and pre-destination owners to valid post-source and post-destination owners under the joint declared source and destination behavior-effect relations. Both shells remain valid; surviving leaves keep roots, overwritten or otherwise ended leaves end once, every new leaf is relation-authorized, and a unique transfer ends at its source before destination liveness and is never live in both. Destination storage reuse grants no root. Repeated calls use the preceding post-source and post-destination states.	Clone/allocation trap requires exact cleanup; clone_from replacement must leave valid destination. Ref::clone rejects shared-borrow-count overflow before returning a guard, and every returned guard decrements exactly once on normal end. Temporary source views, receiver or field addresses, destination/container storage, and call frames mint no root unless the declared result relation names actual storage. A broken Clone law cannot weaken ownership, provenance, initialization, destruction, or fact-channel safety.	O(1) shared-count clone; O(n) deep collection clone	Identity shared only for Rc/Weak; order/layout family-specific	Clone on payload/behavior state	Safe facade; exact selected direct Clone count=16; deep clone uses partial initialization; Rc uses count metadata	E for Copy values only; X for affine/general and shared identity	Distinguish deep versus shared clone, failure cleanup, exact counts, and no hidden Clone requirement. Generic Clone result leaves follow the declared result-provenance relation and may select, swap, or coalesce independently valid roots; clone_from ends overwritten destination leaves, preserves surviving leaves, and gives new leaves result-authorized roots even when storage is reused. Member-scoped Ref::clone guard-count increment/decrement, exact referent provenance, overflow rejection, sibling independence, and no payload clone. Use the compiled clone source-effect, helper, and repeat_n canaries to exercise source root replacement, unique transfer, repeated-call post-source chaining, exact old-leaf disposition, and rejection of temporary roots or duplicate unique authority.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=CLONE (16 stable direct impls); pinned Rust 1.97.0 library/core/src/cell.rs:1637-1652 Ref::clone guard-count branch; library/core/src/clone.rs:240-250,679-684 default clone_from replacement and shared-reference Clone. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562; library/core/src/cell.rs:1183-1227; library/core/src/array/mod.rs:447-478; library/alloc/src/boxed.rs:2025-2104; library/alloc/src/vec/mod.rs:3803-3835; library/alloc/src/slice.rs:808-847; library/alloc/src/collections/vec_deque/mod.rs:118-133; library/alloc/src/collections/linked_list.rs:2154-2179; library/alloc/src/collections/binary_heap/mod.rs:451-465; library/std/src/collections/hash/map.rs:1430-1445; library/std/src/collections/hash/set.rs:1125-1142; library/alloc/src/rc.rs:2037-2163,2500-2522,3691-3710. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries
TRAIT-DEFAULT-01	default_construction_protocol	Default for Box-compatible defaults,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,Rc/RefCell when payload permits. Borrowed-empty Default for &[T], &mut [T], &str, and &mut str.	No owner	Optional payload Default behavior. Borrowed-empty members have no input owner and may use only a well-aligned empty-footprint source.	Canonical default owner/value. Borrowed-empty members return a zero-length shared or unique view with valid alignment and an empty access footprint and no live payload element.	None. A borrowed-empty result has no owner-relative invalidation but may not be widened, dereferenced, or treated as payload/place provenance; independent mutable empty defaults may coexist even at equal pointer values.	Payload default/allocation failure family-specific. Borrowed-empty construction is total and transfers or drops no payload.	Usually O(1) empty collections; payload-dependent otherwise	Default must not imply hidden allocation unless documented	Default	Safe generic call; exact selected direct Default count=54	U for concrete default values; X for general callable static member	Static behavior, effect row, allocation visibility, and one canonical empty value. Direct borrowed-result provenance, exact zero length and alignment, empty access footprint, simultaneous mutable empty defaults without pointer-inequality authority, no fabricated payload, and no BR-DISJOINT fact. Owned borrow-bearing Default results require the associated per-leaf result relation, independently valid declared roots, and rejection of new-owner-storage, temporary-receiver, or call-frame roots.	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv selection_family=DEFAULT (54 stable direct impls); pinned Rust 1.97.0 library/core/src/slice/mod.rs:5634-5649 and library/core/src/str/mod.rs:3167-3186 borrowed-empty Default branches
