relation_ordinal	evidence_identity	cluster_id	evidence_kind	evidence_key	source_artifact	source_selector	selected_source_value	selected_source_value_sha256	source_row_sha256	evidence_granularity	materialization_policy	applicability	applicability_authority	applicability_primary_refinement_family_or_gate	applicability_required_predecessor_family_ids	applicability_required_predecessor_gate_stage_ids	applicability_additional_operation_gate_stage_ids	applicability_additional_operation_gate_child_specific_immediate_predecessor_family_or_gate_ids	applicability_implicated_or_reopening_family_ids	applicability_implicated_or_reopening_gate_stage_ids	applicability_authority_row_sha256	terminal_disposition_policy	allowed_terminal_dispositions	cluster_relation_count	cluster_relation_sha256	kind_relation_count	kind_relation_sha256	policy_version
11	dcbe02b3d7069adae0c3a871710e2f115c52b4cfe3060aafab85cf7a1414367d	ARR-MAP-01	STABLE_SAFE_SURFACE	src/core/array/mod.rs.html#592|provided_or_inherent_method|map	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/array/mod.rs.html#592|provided_or_inherent_method|map	src/core/array/mod.rs.html#592|provided_or_inherent_method|map	6f60dfbbe5dba881734237509297297570ab713676e2e978affec84cb3f55d86	96c83ee24f8a37a9e1fcec2d584854418a9d23002f35b878c74c03a4a707121a	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	23030bab17a56daa5c027d18ab767c9865a87fc6c8d2aee1630e12357ab5ff80	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
12	d61c15420ffad6f8563b5487149ae8182deea3f5aa4d32783b99ec7998fe3678	ARR-MAP-01	CLUSTER_RUST_SURFACES_SELECTOR	ARR-MAP-01|rust_surfaces|9d49ea82608e8a2c8cd90399a5b3033a7d9248cb8d7e3e92d9f9bf8e587e71d7	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=ARR-MAP-01;field=rust_surfaces	array::map	9d49ea82608e8a2c8cd90399a5b3033a7d9248cb8d7e3e92d9f9bf8e587e71d7	f8b602a439fab200d075c42138ba2b30cb7c4a81305d6d9d5cd7e422e2474b4e	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	23030bab17a56daa5c027d18ab767c9865a87fc6c8d2aee1630e12357ab5ff80	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
13	06f2f3cd586ac621216b2dc29d867ae162a6e426988aa74ed3207304bcec3bb1	ARR-MAP-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	ARR-MAP-01|implementation_privilege_evidence|ea13172eff8d6d5b6fa88b539abd27b7e1d9a28d31c97ac75229f2c5ade213a6	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=ARR-MAP-01;field=implementation_privilege_evidence	Implementation uses guarded partial initialization and cleanup	ea13172eff8d6d5b6fa88b539abd27b7e1d9a28d31c97ac75229f2c5ade213a6	f8b602a439fab200d075c42138ba2b30cb7c4a81305d6d9d5cd7e422e2474b4e	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	23030bab17a56daa5c027d18ab767c9865a87fc6c8d2aee1630e12357ab5ff80	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
14	94da058e10fcfe0ed0628b2fb16be2eb7d96e92d232ba5c5654be736cd6195de	ARR-MAP-01	CLUSTER_SOURCE_REFS_SELECTOR	ARR-MAP-01|source_refs|3932aa7547a13989612263a180dea5e525c8752a28c27db368aa79255d22706f	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=ARR-MAP-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv item_path=std::array member=map; src/core/array/mod.rs.html#592	3932aa7547a13989612263a180dea5e525c8752a28c27db368aa79255d22706f	f8b602a439fab200d075c42138ba2b30cb7c4a81305d6d9d5cd7e422e2474b4e	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	23030bab17a56daa5c027d18ab767c9865a87fc6c8d2aee1630e12357ab5ff80	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
15	91caa718b128ecedce452dff4c354f6cda4f6ec6a00d2a7db548893a2124381a	VIEW-META-01	STABLE_SAFE_SURFACE	src/core/slice/mod.rs.html#116|provided_or_inherent_method|len	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/slice/mod.rs.html#116|provided_or_inherent_method|len	src/core/slice/mod.rs.html#116|provided_or_inherent_method|len	37991d2e4117fb36b4ca2583c45c7165be5ddf190c069bb464ae4ab15f2ba8b8	709630a221512774e1d9c8dc60a5429dc276bdad52d17f8ecee339a5a99f0526	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	7b9354c8312353c38a307e0967c66277b39d0d072870c5decd6bb9cc8618164b	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
16	37853ed2957b38fc3804cb8c90a522b228e90da3df28f57ccd06a6dcc676ada9	VIEW-META-01	STABLE_SAFE_SURFACE	src/core/slice/mod.rs.html#136|provided_or_inherent_method|is_empty	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/slice/mod.rs.html#136|provided_or_inherent_method|is_empty	src/core/slice/mod.rs.html#136|provided_or_inherent_method|is_empty	736fec3c8bb0493cfb6c84cd69743d71e0c1b705f10eada1860f8a4a0dc77424	443b4541b419bb16589fe2200b8a84e9da8106316dc0eab704039ae8facaa4bd	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	7b9354c8312353c38a307e0967c66277b39d0d072870c5decd6bb9cc8618164b	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
17	479a67a2583f9d9480e3f74148771195582f64bba62c0386eef056d1fe303d21	VIEW-META-01	CLUSTER_RUST_SURFACES_SELECTOR	VIEW-META-01|rust_surfaces|78fa978dd8d7025f4a4a3433af9f9ddf88ed28efd7e5af3f050aa832bd987865	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=VIEW-META-01;field=rust_surfaces	slice::{len,is_empty}	78fa978dd8d7025f4a4a3433af9f9ddf88ed28efd7e5af3f050aa832bd987865	b9ebd6b255b210ea32139f9957ccef822059d094346eaeee8d19ad92c2a87446	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	7b9354c8312353c38a307e0967c66277b39d0d072870c5decd6bb9cc8618164b	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
18	2b60502a28c8fe8619d5dc0861fb18318f44f08d685c22bf00958a25d4317fa4	VIEW-META-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	VIEW-META-01|implementation_privilege_evidence|bd74e243c7357c1ad3af7384ed09c3068783b8cb909cec060a14db0e6f8774ba	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=VIEW-META-01;field=implementation_privilege_evidence	Metadata read only	bd74e243c7357c1ad3af7384ed09c3068783b8cb909cec060a14db0e6f8774ba	b9ebd6b255b210ea32139f9957ccef822059d094346eaeee8d19ad92c2a87446	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	7b9354c8312353c38a307e0967c66277b39d0d072870c5decd6bb9cc8618164b	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
19	8c5ab98bbf26abe3d8a0a526e0107b0caf482b28661cb0d20dcbf64485178580	VIEW-META-01	CLUSTER_SOURCE_REFS_SELECTOR	VIEW-META-01|source_refs|89b2bd7b2834ee84f0c04ec12c73b381ba2e635dfaaf27f1109008814c98eb0f	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=VIEW-META-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=len,is_empty; https://doc.rust-lang.org/1.97.0/std/primitive.slice.html	89b2bd7b2834ee84f0c04ec12c73b381ba2e635dfaaf27f1109008814c98eb0f	b9ebd6b255b210ea32139f9957ccef822059d094346eaeee8d19ad92c2a87446	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	7b9354c8312353c38a307e0967c66277b39d0d072870c5decd6bb9cc8618164b	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
20	d7547cb78d5acc53cce5f15049ab0477e571ad60c900fdd591e92347eb154c7d	VIEW-GET-01	STABLE_SAFE_SURFACE	src/core/slice/mod.rs.html#572|provided_or_inherent_method|get	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/slice/mod.rs.html#572|provided_or_inherent_method|get	src/core/slice/mod.rs.html#572|provided_or_inherent_method|get	c829b732ef53466092c0b92dfc6f7dfd2407a7606816b47fffa4762d7ad67b2b	80eaea85c6b2ee38b5617bdb8d625db7151905ef855140a1b5a1ca899010fb95	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	6374c8c1005b7b706e0c18527b2ba66730b826d76e19495ae14c960b2c3a47da	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
