canonical_key	representative_path	item_kind	member_kind	member_name	caller_safety	surface_evidence_status	surface_evidence_reason	rule_id	domain_id	domain	canonical_contract_id	need_route_kind	need_route_id	need_route_reason	required_frame_ids	safe_displacement_id	ng_authority_reason	canonical_route_or_blocked_claim
src/std/os/darwin/fs.rs.html#55|required_method|st_mtime	std::os::darwin::fs::MetadataExt	trait	required_method	st_mtime	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#57|required_method|st_mtime_nsec	std::os::darwin::fs::MetadataExt	trait	required_method	st_mtime_nsec	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#41|required_method|st_nlink	std::os::darwin::fs::MetadataExt	trait	required_method	st_nlink	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#78|required_method|st_qspare	std::os::darwin::fs::MetadataExt	trait	required_method	st_qspare	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#47|required_method|st_rdev	std::os::darwin::fs::MetadataExt	trait	required_method	st_rdev	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#49|required_method|st_size	std::os::darwin::fs::MetadataExt	trait	required_method	st_size	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/darwin/fs.rs.html#43|required_method|st_uid	std::os::darwin::fs::MetadataExt	trait	required_method	st_uid	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
std::os::fd|item|fd|	std::os::fd	mod	item	fd	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#261|item|AsFd	std::os::fd::AsFd	trait	item	AsFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#278|required_method|as_fd	std::os::fd::AsFd	trait	required_method	as_fd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#42|item|AsRawFd	std::os::fd::AsRawFd	trait	item	AsRawFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#69|required_method|as_raw_fd	std::os::fd::AsRawFd	trait	required_method	as_raw_fd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#51|item|BorrowedFd	std::os::fd::BorrowedFd	struct	item	BorrowedFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#89|provided_or_inherent_method|borrow_raw	std::os::fd::BorrowedFd	struct	provided_or_inherent_method	borrow_raw	unsafe	unsafe_boundary_evidence	Rust requires caller-provided safety obligations	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES		Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#113|provided_or_inherent_method|try_clone_to_owned	std::os::fd::BorrowedFd	struct	provided_or_inherent_method	try_clone_to_owned	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#75|item|FromRawFd	std::os::fd::FromRawFd	trait	item	FromRawFd	unsafe	unsafe_boundary_evidence	Rust requires caller-provided safety obligations	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES		Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#113|required_method|from_raw_fd	std::os::fd::FromRawFd	trait	required_method	from_raw_fd	unsafe	unsafe_boundary_evidence	Rust requires caller-provided safety obligations	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:CHECKED-OS-RESOURCE-TRANSFER	raw OS handle transfer requires an owned-resource contract and reviewed platform frame	F-ABI	FAMILY:D18:CHECKED-OS-RESOURCE-TRANSFER		Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#119|item|IntoRawFd	std::os::fd::IntoRawFd	trait	item	IntoRawFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#145|required_method|into_raw_fd	std::os::fd::IntoRawFd	trait	required_method	into_raw_fd	safe	safe_boundary_evidence	safe Rust surface crosses a raw address or ownership boundary	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:CHECKED-OS-RESOURCE-TRANSFER	raw OS handle transfer requires an owned-resource contract and reviewed platform frame	F-ABI	FAMILY:D18:CHECKED-OS-RESOURCE-TRANSFER		Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#70|item|OwnedFd	std::os::fd::OwnedFd	struct	item	OwnedFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/owned.rs.html#98|provided_or_inherent_method|try_clone	std::os::fd::OwnedFd	struct	provided_or_inherent_method	try_clone	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/fd/raw.rs.html#31|item|RawFd	std::os::fd::RawFd	type	item	RawFd	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
std::os::linux|item|linux|	std::os::linux	mod	item	linux	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
std::os::linux::fs|item|fs|	std::os::linux::fs	mod	item	fs	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS-FS	D16	filesystems and paths		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS-FS	a module namespace is accounted by its declarations and adds no caller contract				Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#16|item|MetadataExt	std::os::linux::fs::MetadataExt	trait	item	MetadataExt	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#42|required_method|as_raw_stat	std::os::linux::fs::MetadataExt	trait	required_method	as_raw_stat	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#199|required_method|st_atime	std::os::linux::fs::MetadataExt	trait	required_method	st_atime	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#218|required_method|st_atime_nsec	std::os::linux::fs::MetadataExt	trait	required_method	st_atime_nsec	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#307|required_method|st_blksize	std::os::linux::fs::MetadataExt	trait	required_method	st_blksize	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#324|required_method|st_blocks	std::os::linux::fs::MetadataExt	trait	required_method	st_blocks	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#271|required_method|st_ctime	std::os::linux::fs::MetadataExt	trait	required_method	st_ctime	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#290|required_method|st_ctime_nsec	std::os::linux::fs::MetadataExt	trait	required_method	st_ctime_nsec	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#60|required_method|st_dev	std::os::linux::fs::MetadataExt	trait	required_method	st_dev	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#145|required_method|st_gid	std::os::linux::fs::MetadataExt	trait	required_method	st_gid	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#77|required_method|st_ino	std::os::linux::fs::MetadataExt	trait	required_method	st_ino	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#94|required_method|st_mode	std::os::linux::fs::MetadataExt	trait	required_method	st_mode	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#235|required_method|st_mtime	std::os::linux::fs::MetadataExt	trait	required_method	st_mtime	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#254|required_method|st_mtime_nsec	std::os::linux::fs::MetadataExt	trait	required_method	st_mtime_nsec	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#111|required_method|st_nlink	std::os::linux::fs::MetadataExt	trait	required_method	st_nlink	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#162|required_method|st_rdev	std::os::linux::fs::MetadataExt	trait	required_method	st_rdev	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#182|required_method|st_size	std::os::linux::fs::MetadataExt	trait	required_method	st_size	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
src/std/os/linux/fs.rs.html#128|required_method|st_uid	std::os::linux::fs::MetadataExt	trait	required_method	st_uid	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-FS	D16	filesystems and paths		LATER_FAMILY	FAMILY:D16:FILESYSTEMS	filesystem operations and resources require D16 closure	F-FS			Filesystem extension contracts route to D16.
std::os::linux::net|item|net|	std::os::linux::net	mod	item	net	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS-NET	D19	networking		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS-NET	a module namespace is accounted by its declarations and adds no caller contract				Socket extension contracts route to D19.
src/std/os/net/linux_ext/addr.rs.html#8|item|SocketAddrExt	std::os::linux::net::SocketAddrExt	trait	item	SocketAddrExt	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
src/std/os/net/linux_ext/addr.rs.html#69|required_method|as_abstract_name	std::os::linux::net::SocketAddrExt	trait	required_method	as_abstract_name	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
src/std/os/net/linux_ext/addr.rs.html#44|required_method|from_abstract_name	std::os::linux::net::SocketAddrExt	trait	required_method	from_abstract_name	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
src/std/os/net/linux_ext/tcp.rs.html#15|item|TcpStreamExt	std::os::linux::net::TcpStreamExt	trait	item	TcpStreamExt	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
src/std/os/net/linux_ext/tcp.rs.html#60|required_method|quickack	std::os::linux::net::TcpStreamExt	trait	required_method	quickack	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
src/std/os/net/linux_ext/tcp.rs.html#39|required_method|set_quickack	std::os::linux::net::TcpStreamExt	trait	required_method	set_quickack	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS-NET	D19	networking		LATER_FAMILY	FAMILY:D19:NETWORKING	sockets, DNS, and network resources require D19 closure	F-NET			Socket extension contracts route to D19.
std::os::linux::raw|item|raw|	std::os::linux::raw	mod	item	raw	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
src/std/os/linux/raw.rs.html#271|item|stat	std::os::linux::raw::stat	struct	item	stat	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
std::os::macos|item|macos|	std::os::macos	mod	item	macos	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
std::os::macos::fs|item|fs|	std::os::macos::fs	mod	item	fs	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS-FS	D16	filesystems and paths		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS-FS	a module namespace is accounted by its declarations and adds no caller contract				Filesystem extension contracts route to D16.
std::os::macos::raw|item|raw|	std::os::macos::raw	mod	item	raw	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#5|item|blkcnt_t	std::os::macos::raw::blkcnt_t	type	item	blkcnt_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#7|item|blksize_t	std::os::macos::raw::blksize_t	type	item	blksize_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#9|item|dev_t	std::os::macos::raw::dev_t	type	item	dev_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#11|item|ino_t	std::os::macos::raw::ino_t	type	item	ino_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#13|item|mode_t	std::os::macos::raw::mode_t	type	item	mode_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#15|item|nlink_t	std::os::macos::raw::nlink_t	type	item	nlink_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#17|item|off_t	std::os::macos::raw::off_t	type	item	off_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#22|item|pthread_t	std::os::macos::raw::pthread_t	type	item	pthread_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#28|item|stat	std::os::macos::raw::stat	struct	item	stat	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/darwin/raw.rs.html#19|item|time_t	std::os::macos::raw::time_t	type	item	time_t	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
std::os::raw|item|raw|	std::os::raw	mod	item	raw	safe	rust_surface_only	the Rust namespace or source spelling is evidence for an underlying need, not an xlang surface	DOM-OS	D18	FFI, ABI, and OS resources		NO_INDEPENDENT_NEED	NAMESPACE:DOM-OS	a module namespace is accounted by its declarations and adds no caller contract				Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_char	std::os::raw::c_char	type	item	c_char	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_double	std::os::raw::c_double	type	item	c_double	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_float	std::os::raw::c_float	type	item	c_float	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_int	std::os::raw::c_int	type	item	c_int	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_long	std::os::raw::c_long	type	item	c_long	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
src/std/os/raw/mod.rs.html#17|item|c_longlong	std::os::raw::c_longlong	type	item	c_longlong	safe	safe_contract_anchor	the safe Rust declaration supplies caller-contract evidence without selecting xlang admission	DOM-OS	D18	FFI, ABI, and OS resources		LATER_FAMILY	FAMILY:D18:NARROW-ABI-AND-OS-RESOURCES	FFI and OS resources require a narrow D18 family	F-ABI			Platform extension and owned-resource locks.
