cluster_ordinal	cluster_id	family	semantic_class	importability	refinement_policy	evidence_universe_policy	allowed_evidence_dispositions	prohibited_direct_uses	census_row_sha256	derivation_row_sha256	policy_version
97	DEQUE-REMOVE-01	deque_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	17e79458edf3f8dbc7c282e984fbd9362e794fcc7a6f96bc3357b5847cd2a975	e91784fdd942654623bce28f77c4752a6a986b4edc174d5b678ab56201a8f613	xlang-g0-coverage-cluster-policy-v1
98	DEQUE-SWAP-01	deque_relocation	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d02811e993c6556b144c8b4484e25b9ae65e254a4ff6d5ba21018a1e6101b9b5	681d2ad5f3723d8280ea0acbb0fa04dcd9fbc438766951ee8daa440b5ce644c2	xlang-g0-coverage-cluster-policy-v1
99	DEQUE-BULK-01	deque_bulk_move	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	44b421006a465282d033b61bf4a762c39104de8a9f0a5aa30bfc276ed1456d78	18182bfdd2edcd4286fae9e72aa7efe3e746b1f2b7114520ed3be4b2e935bd46	xlang-g0-coverage-cluster-policy-v1
100	DEQUE-RESIZE-01	deque_resize	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	30da7e8449604c603eddf41c189669a4d26899468ce2889db77098a18a943edf	b8a1a9f5c0b658ada5d3912169d5056d81a11acd701fa25380fd8661e37006c8	xlang-g0-coverage-cluster-policy-v1
101	DEQUE-RETAIN-01	deque_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	00814d6add086b51979081975088e17d62e75064267ea437b46e4d5cd7fb1e88	447f23c92e1f76d2f317a41c260fb6cc1b9af6ec3a6ddd51db75567e37ddfe2a	xlang-g0-coverage-cluster-policy-v1
102	DEQUE-DRAIN-01	deque_lazy_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7e8c167846b583501c3f3881b78022b79afefaee4cd8d1770d1059f9902f97f7	7b1674c01f55a2bf89af6cc87f847e65995f5c33c02628fcbb478ceaa5a10086	xlang-g0-coverage-cluster-policy-v1
103	DEQUE-ROTATE-01	deque_relayout	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f9f6e93984117db61eb383290982822ecb67c6fd6a58412c3f2ef0a010a910a2	e81638c10dc1f4215b3de45724608882affc4b6e689db61d81893b615095a676	xlang-g0-coverage-cluster-policy-v1
104	DEQUE-SEARCH-01	deque_search	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	36f9e0695f968ef7d190959ae73e70878253956588615c1ade68b2c7d932c7d0	685f7841ba41181f30f8cdd9ff4244d559ec1c8b04f0acb5eb331211c8b1addd	xlang-g0-coverage-cluster-policy-v1
105	LIST-META-01	linked_sequence	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a513b9942f966a7ab1ad24cae5f54efc4925e7c9183674a6ddc4c2b90e6ed7a3	5ba736ccf5ce065117f1b3a88da80fea7701f830df90e7c057d4793a86beed59	xlang-g0-coverage-cluster-policy-v1
106	LIST-END-01	linked_sequence_access	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b6570f71c2c0be9231755b26940cab2afd4fa1f1628de82e8db22a5c05f7885e	597e03798ad8b873432f97ab27d65d84550fdd52c2a710bf0f4080e6eea2651b	xlang-g0-coverage-cluster-policy-v1
107	LIST-PUSH-01	linked_sequence_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	82af7c3225a67e3250061077c38ed9e52ed5fed952a03de2777bc8e2aeb8a10e	08eb830a305eb32c2166a13e0959a750a4b8eb6b13a00b9ab29871a1ffddd069	xlang-g0-coverage-cluster-policy-v1
108	LIST-POP-01	linked_sequence_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5f3a20608549403cc7ae43fc47dbaad2b87644f634ab2de7fa4170c4761d0247	b0daa9ecce730d0d80d0c607f424bf1a3733155338c25be0ab21059d64066773	xlang-g0-coverage-cluster-policy-v1
109	LIST-BULK-01	linked_sequence_rewire	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	44c03549c05e639c342f7cf208eda041f9f510ccb9fabad267af92889a64c9b0	b312da0ebf1f1b304b64fdc4d32c0788693164a89da7c647604378e2625c090f	xlang-g0-coverage-cluster-policy-v1
110	LIST-DROP-01	linked_sequence_drop	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	635e7b44634e6dac84c5852944d09face1108fe5570def1f3e5a35b4a55deeb7	83048d66921376174e97af31463c6967ee584f87e96aa8889b29006c22a6e1e3	xlang-g0-coverage-cluster-policy-v1
111	LIST-ITER-01	linked_sequence_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7feab88a5ccdd20b2a5832754a1109da73b1cc37f53ffbd093e4fdbfc412deff	864ae29f6d36b496ddb6876588184626ad9a44b1e5e6c55f556f9eedf03fb967	xlang-g0-coverage-cluster-policy-v1
112	LIST-SEARCH-01	linked_sequence_search	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	4f420e83009056522d13018b232fad40defe14d3b59bd59a3a1bee26351dd5bf	576ab32873bedaf88947c4e1f1455709e6851d390b3aa51718e4669f3bff7130	xlang-g0-coverage-cluster-policy-v1
113	LIST-EXTRACT-01	linked_sequence_lazy_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b063571d6668cd8b3c1cfb754f8a75040d8fad0e3efb697183ce7a226cdad763	6a50342e78e81e324549dbe343ce50d5c42a10b843acb0ff09e4d672faec527d	xlang-g0-coverage-cluster-policy-v1
114	HEAP-META-01	priority_queue	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a1052a686c7dbfd2e23bbbc4d905375a7f36f77fb97ef77d0e54289f7088470e	a8563e6f54d58ef0e26e89949dee4bd836adc3be52c49e377194ac34e2e5ee98	xlang-g0-coverage-cluster-policy-v1
115	HEAP-RESERVE-01	priority_queue_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	80060820f8d70656bcb3fd3bdcadceba171253e10f20f9fe4af5d20e88cb54be	f67f8f839c73db9b011ba0c063b610edef3723b668b770dfecdf59c37d786d00	xlang-g0-coverage-cluster-policy-v1
116	HEAP-PEEK-01	priority_queue_access	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	cd44e354ed7cc36b7476e4903480f01b8ae10e8eba0b4ab9bb9eccdf81132c05	a497613fc64f27db2d158f0f99e3b947e63adc31c6e5c3fc20722c56db87b779	xlang-g0-coverage-cluster-policy-v1
117	HEAP-MUTATE-01	priority_queue_update	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	a58109f7aeca6be7c64635e2703e3713227ff2a194019042ed5f02605e90dff9	adf026b615cd3dd56b5d1d73d4fb4a1d6f0ec5a0cf259c97d401d3e624238074	xlang-g0-coverage-cluster-policy-v1
118	HEAP-APPEND-01	priority_queue_bulk	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b019e931738acdca2c7b921318ff0f6653a31bab4ab5fe219d089fba9002b6d6	93664ade0aae12cc1a31f084c82f966baa3cd1fab5aa18cf10d4f64a5386a3f8	xlang-g0-coverage-cluster-policy-v1
119	HEAP-RETAIN-01	priority_queue_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3d2a980f3f07f5ae6efee32122d2fef33a93dbaa1b8ec96c28645a9980954d21	51acb38903d49e737f70a6e12bf734837cbf30559b3617f7a92099e0da5d6824	xlang-g0-coverage-cluster-policy-v1
120	HEAP-DRAIN-01	priority_queue_owning_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	95c6bce8aaae831ec4bd50e1871919806d94e6357173ae5917b3e9061f8a2416	d39222bafd2a384e2e5ca18134272fd7356e6bb6a0d88e82148cfbce3a3ce00c	xlang-g0-coverage-cluster-policy-v1
121	HEAP-VIEW-01	priority_queue_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7ceb9c9cc6121c5090269b33e87ce647ae2a8570192cc6daf4992bc86960fba1	2d796bbbae72ef6933ee0a9ea02bcbd4de3751f678dbbe55045d69b2bcccf549	xlang-g0-coverage-cluster-policy-v1
122	HEAP-CONVERT-01	priority_queue_owner_conversion	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	5ef5fe6352d52f7eb5cf71c4027d218a48ccbe2bd448079f5e7ebe56e73e9c5a	2954f0b6b5c97247697ec0571fed430f7260a70e4ccede716a88a6023a85a6f3	xlang-g0-coverage-cluster-policy-v1
123	OMAP-META-01	ordered_map	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	335d4b4a53cb6f1829366dbecc29cf6f0b36f04aab6bdb0b8c954872f98d52d8	671e3d2d56d8c3797c106d6022cd88bb6be4620c1175561866063e3b66d3f403	xlang-g0-coverage-cluster-policy-v1
124	OMAP-LOOKUP-01	ordered_map_lookup	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	bb64c76e11044c2eb08044507093bcf4dcddd3ad26944a55bf418cd47e61b879	821dc0dcc2564b83c790d3124fdad55351d05eb104d200db03d0a58ebedeef38	xlang-g0-coverage-cluster-policy-v1
125	OMAP-END-01	ordered_map_endpoint	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f297ddb97bca38529830fe2d77e5a99be112f51dc51bd8d630e298b7e0aec691	2e5903d869f80444b275f923b42f5a4d02ae6b9c44151c42375b0ce08ab41e30	xlang-g0-coverage-cluster-policy-v1
126	OMAP-INSERT-01	ordered_map_mutation	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d3708a89fdc5a12352ee0588e2faa3d0f605519e3712ce322603aea71350688c	87102689a8d0f041d188511dd9b48349b7d7a172a9753e0b0ce4ccc1afaf3904	xlang-g0-coverage-cluster-policy-v1
127	MAP-ENTRY-01	keyed_entry_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7b0cac1b6167958b1f7c2fd73ea58b65a5aed07d29a8a5629ac783598a149408	38569dc385eb6641a9854b9b6dd798d14a02e8e7f126b5451951bde458e94fa4	xlang-g0-coverage-cluster-policy-v1
128	MAP-OCCUPIED-01	keyed_entry_protocol	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	1fb8155ecde980e42d6c8c64526628eb6204436a07b9f13428e79e4d3820ea16	de5469bdad993663051f586c06b14602185fea45e1137165fa34aed77b091b65	xlang-g0-coverage-cluster-policy-v1
